M,seed,method,presolve,solver,status,rounded_optimal,rounded_optimal_within_eta,integer_error,objective_rounded,true_optimum,prep_seconds,solver_seconds,exported_rows,nnz,max_exported_violation,x
1000000000000,51,All-elimination,False,gurobi,2,False,False,0.0,363.0,298,0.10542869999972027,0.0021018879997427575,54,318,2.2737367544323206e-13,"[-0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, -0.0, -0.0, 1.0, -0.0, 0.0, -0.0, -0.0, 1.0, 0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, -0.0, 0.0, -0.0]"
1000000000000,51,All-elimination,True,highs,kOptimal,False,False,0.0,363.0,298,0.10542869999972027,0.005233503999988898,54,318,2.2737367544323206e-13,"[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000000000,51,All-elimination,True,gurobi,2,False,False,0.0,363.0,298,0.10542869999972027,0.001989862999835168,54,318,2.2737367544323206e-13,"[-0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 0.0, -0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, -0.0, 0.0, 0.0, 0.0]"
1000000000000,51,Selected-guards,False,highs,ABSTAIN,False,False,,,298,0.01978723699994589,0.0,,,,null
1000000000000,51,Selected-guards,False,gurobi,ABSTAIN,False,False,,,298,0.01978723699994589,0.0,,,,null
1000000000000,51,Selected-guards,True,highs,ABSTAIN,False,False,,,298,0.01978723699994589,0.0,,,,null
1000000000000,51,Selected-guards,True,gurobi,ABSTAIN,False,False,,,298,0.01978723699994589,0.0,,,,null
1000000000000,51,Unsafe-clauses,False,highs,kOptimal,True,True,0.0,298.0,298,0.12928316600027756,0.005048988999988069,20,119,0.0,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000000000,51,Unsafe-clauses,False,gurobi,2,True,True,0.0,298.0,298,0.12928316600027756,0.0014619579997088294,20,119,0.0,"[1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 0.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, -0.0, -0.0, -0.0, -0.0]"
1000000000000,51,Unsafe-clauses,True,highs,kOptimal,True,True,2.1667112548584555e-12,298.0,298,0.12928316600027756,0.004233055999975477,20,119,2.073485997893528e-16,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -0.0, 0.0, -1.500000000003e-12, -0.0, 1.0, 1.0, 0.0, 0.0, 0.0, -0.0, 1.0000000000021667, 0.0, -0.0, -2.166503906258666e-12, 0.0, 1.0, 0.0, -1.2505552149387768e-13, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000000000,51,Unsafe-clauses,True,gurobi,2,True,True,0.0,298.0,298,0.12928316600027756,0.0009033200003614184,20,119,0.0,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 0.0, -0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, 0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000000000,51,All-clauses,False,highs,kOptimal,True,True,1.8334960937371656e-12,298.0,298,0.1301984240008096,0.003361713000231248,64,211,1.8334960937371656e-12,"[1.000000000001125, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0000000000015, -1.5002441406280005e-12, 0.0, 0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 0.0, -0.0, 0.9999999999981667, -0.0, -0.0, 1.8334960937371656e-12, 0.0, 1.0, -0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, -0.0, 0.0, 0.0, -0.0]"
1000000000000,51,All-clauses,False,gurobi,2,True,True,0.0,298.0,298,0.1301984240008096,0.0004225810007483233,64,211,0.0,"[1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, -0.0, 0.0, 0.0, 1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 0.0, 0.0, 0.0, -0.0, 1.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0]"
1000000000000,51,All-clauses,True,highs,kOptimal,True,True,3.2500668822876833e-12,298.0,298,0.1301984240008096,0.004454826000255707,64,211,3.2503110229126823e-12,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.00000000000225, 1.0, 0.0, -0.0, 0.0, 0.0, 1.0, 0.99999999999725, 0.0, 0.0, 0.0, 0.0, 1.00000000000325, -0.0, -2.4414062499902343e-16, 0.0, 0.0, 1.0, -0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000000000,51,All-clauses,True,gurobi,2,True,True,0.0,298.0,298,0.1301984240008096,0.0007955920000313199,64,211,0.0,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, -0.0, 0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 0.0, -0.0, 1.0, 0.0, -0.0, 0.0, 0.0, 1.0, 0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
