class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso09a.txt,Base,14400,9537,4863,0.0,0.0,1.0,1.0,35590,2.066576062614727e+19,2.066576062614727e+19,1.9044392652093174e+19,1.0851362395049071,2.9894709815862574e-10,d76de9d876c781564f0ae78d9fb4075f85f53f8bf42462998db676dc14d6d7a1,0dfa30afc0398f1ec769a0e638bbc9115972a497837c690dd96300ba44f0fe85
simple,caso09a.txt,Flat-GM,14400,9537,4863,1.4462648507958252e-16,1.8081886992471033e-16,2.342677267689137e-05,27.212647603859185,35590,13920795261564.656,13920795261564.656,13920795261564.656,1.0,2.257235117176331e-12,ed02ecdfed685c2daa33caadbe667f90fcd09d3ed74d5dbefbaac38778be996b,8476f3056b9ce4c70e46a1e0d8ba1b1ee26721c968be327b2c36da42da0ac7d4
simple,caso09a.txt,Flat-L2,14400,9537,4863,0.0,0.0,0.00013888888620970514,1.0,35590,1.9044329195120505e+19,2.0665691766686556e+19,1.9044329195120505e+19,1.085136239504906,3.5037870361136753e-13,5b8aafad0a6659e87685eabb1f24ed3e153c8607de1222646d6818e183bb0027,690551d7c8358e17f61cc99461e691810a436f2ba46a442585cfb13c2288a8c0
simple,caso09a.txt,Role-Hybrid,14400,9537,4863,1.4462648507958252e-16,1.8081886992471033e-16,2.342677267689137e-05,27.212647603859185,35590,13920795261564.656,13920795261564.656,13920795261564.656,1.0,2.257235117176331e-12,ed02ecdfed685c2daa33caadbe667f90fcd09d3ed74d5dbefbaac38778be996b,8476f3056b9ce4c70e46a1e0d8ba1b1ee26721c968be327b2c36da42da0ac7d4
simple,caso09a.txt,SA-Mat,14400,9537,4863,1.4462648507958252e-16,1.8081886992471033e-16,2.342677267689137e-05,27.212647603859185,35590,13920795261564.656,13920795261564.656,13920795261564.656,1.0,2.257235117176331e-12,ed02ecdfed685c2daa33caadbe667f90fcd09d3ed74d5dbefbaac38778be996b,8476f3056b9ce4c70e46a1e0d8ba1b1ee26721c968be327b2c36da42da0ac7d4
