class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso04a.txt,Base,14400,9448,4952,0.0,0.0,1.0,1.0,35590,1.952100050519908e+19,1.6554517587448562e+19,1.952100050519908e+19,1.1791947667505376,2.4648427288003406e-11,7e8a3f48860a8b161760bc31d72c46c5df7d572fa3f4d7436d2c012f949050f3,7b4004989e6fd90b8e6966988ec7b2d35f49c54d60a379e220f7269c05ad6e29
simple,caso04a.txt,Flat-GM,14400,9448,4952,1.3581743933816084e-16,1.1437540306950503e-16,2.3574026020000694e-05,22.65125612335907,35590,43449326005001.695,43449326005001.695,43449326005001.695,1.0,7.274780998065134e-12,97b14e7cf9d78def0bd775455a22dde2bc4ea89717255d0d4913d9aa67ccdcd3,17b67148e660c2fc2563fd25d7e74b4f3b022b3529919058f06d307771eeb636
simple,caso04a.txt,Flat-L2,14400,9448,4952,0.0,0.0,0.00013888888620970514,1.0,35590,3.0606017414245695e+19,3.0606017414245695e+19,3.0606017414245695e+19,1.0,6.4571319698884785e-12,1f1624e0116d06c55c7f94ddc7cf77c942c3c2b0bcc3d4cd7cc79ab066d4c3ee,f8d378784a5fa473a54aaa03f4aa37d067c5b9464103870a8e7b48a349fdd227
simple,caso04a.txt,Role-Hybrid,14400,9448,4952,1.3581743933816084e-16,1.1437540306950503e-16,2.3574026020000694e-05,22.65125612335907,35590,43449326005001.695,43449326005001.695,43449326005001.695,1.0,7.274780998065134e-12,97b14e7cf9d78def0bd775455a22dde2bc4ea89717255d0d4913d9aa67ccdcd3,17b67148e660c2fc2563fd25d7e74b4f3b022b3529919058f06d307771eeb636
simple,caso04a.txt,SA-Mat,14400,9448,4952,1.3581743933816084e-16,1.1437540306950503e-16,2.3574026020000694e-05,22.65125612335907,35590,43449326005001.695,43449326005001.695,43449326005001.695,1.0,7.274780998065134e-12,97b14e7cf9d78def0bd775455a22dde2bc4ea89717255d0d4913d9aa67ccdcd3,17b67148e660c2fc2563fd25d7e74b4f3b022b3529919058f06d307771eeb636
