run_id,stage,family,instance,policy,solver,gap,seed,record,outcome,infrastructure_failure,status
repl-cplex-instance042-Base-g0.01,replication,SG-Ter-Mer,instance042,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance042-Flat-L2-g0.001,replication,SG-Ter-Mer,instance042,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance042-Flat-GM-g0.001,replication,SG-Ter-Mer,instance042,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance042-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance042,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance042-Base-g0.001,replication,SG-Ter-Mer,instance042,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Base-g0.01,replication,SG-Ter-Mer,instance046,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance046,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Flat-GM-g0.01,replication,SG-Ter-Mer,instance046,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Flat-L2-g0.01,replication,SG-Ter-Mer,instance046,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Flat-GM-g0.001,replication,SG-Ter-Mer,instance046,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Flat-L2-g0.001,replication,SG-Ter-Mer,instance046,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance046,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance046-Base-g0.001,replication,SG-Ter-Mer,instance046,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance051,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Base-g0.01,replication,SG-Ter-Mer,instance051,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Flat-L2-g0.01,replication,SG-Ter-Mer,instance051,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Flat-GM-g0.01,replication,SG-Ter-Mer,instance051,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Base-g0.001,replication,SG-Ter-Mer,instance051,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Flat-GM-g0.001,replication,SG-Ter-Mer,instance051,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Flat-L2-g0.001,replication,SG-Ter-Mer,instance051,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance051-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance051,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Flat-L2-g0.01,replication,SG-Ter-Mer,instance058,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Base-g0.01,replication,SG-Ter-Mer,instance058,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Flat-GM-g0.01,replication,SG-Ter-Mer,instance058,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance058,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Base-g0.001,replication,SG-Ter-Mer,instance058,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Flat-GM-g0.001,replication,SG-Ter-Mer,instance058,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Flat-L2-g0.001,replication,SG-Ter-Mer,instance058,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance058-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance058,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Flat-GM-g0.01,replication,SG-Ter-Mer,instance068,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Flat-L2-g0.01,replication,SG-Ter-Mer,instance068,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Base-g0.01,replication,SG-Ter-Mer,instance068,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance068,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Flat-GM-g0.001,replication,SG-Ter-Mer,instance068,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance068,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Base-g0.001,replication,SG-Ter-Mer,instance068,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance068-Flat-L2-g0.001,replication,SG-Ter-Mer,instance068,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Flat-GM-g0.01,replication,SG-Ter-Mer,instance072,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance072,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Flat-L2-g0.01,replication,SG-Ter-Mer,instance072,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Base-g0.01,replication,SG-Ter-Mer,instance072,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance072,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Flat-L2-g0.001,replication,SG-Ter-Mer,instance072,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Flat-GM-g0.001,replication,SG-Ter-Mer,instance072,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance072-Base-g0.001,replication,SG-Ter-Mer,instance072,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance077-Flat-L2-g0.01,replication,SG-Ter-Mer,instance077,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance077-Flat-GM-g0.01,replication,SG-Ter-Mer,instance077,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance077-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance077,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance077-Base-g0.01,replication,SG-Ter-Mer,instance077,Base,cplex,0.01,42,True,TIME_LIMIT,False,present: solver outcome
repl-cplex-instance077-Flat-L2-g0.001,replication,SG-Ter-Mer,instance077,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance077-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance077,Role-Hybrid,cplex,0.001,42,True,TIME_LIMIT,False,present: solver outcome
repl-cplex-instance077-Base-g0.001,replication,SG-Ter-Mer,instance077,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance077-Flat-GM-g0.001,replication,SG-Ter-Mer,instance077,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Flat-L2-g0.01,replication,SG-Ter-Mer,instance081,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Base-g0.01,replication,SG-Ter-Mer,instance081,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Flat-GM-g0.01,replication,SG-Ter-Mer,instance081,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance081,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Flat-L2-g0.001,replication,SG-Ter-Mer,instance081,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Base-g0.001,replication,SG-Ter-Mer,instance081,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Flat-GM-g0.001,replication,SG-Ter-Mer,instance081,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance081-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance081,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Base-g0.01,replication,SG-Ter-Mer,instance092,Base,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Role-Hybrid-g0.01,replication,SG-Ter-Mer,instance092,Role-Hybrid,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Flat-GM-g0.01,replication,SG-Ter-Mer,instance092,Flat-GM,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Flat-L2-g0.01,replication,SG-Ter-Mer,instance092,Flat-L2,cplex,0.01,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Base-g0.001,replication,SG-Ter-Mer,instance092,Base,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Flat-L2-g0.001,replication,SG-Ter-Mer,instance092,Flat-L2,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Flat-GM-g0.001,replication,SG-Ter-Mer,instance092,Flat-GM,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-cplex-instance092-Role-Hybrid-g0.001,replication,SG-Ter-Mer,instance092,Role-Hybrid,cplex,0.001,42,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Base-g0.01,replication,Simple,caso01a,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Role-Hybrid-g0.01,replication,Simple,caso01a,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Flat-GM-g0.01,replication,Simple,caso01a,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Flat-L2-g0.01,replication,Simple,caso01a,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Base-g0.001,replication,Simple,caso01a,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Flat-L2-g0.001,replication,Simple,caso01a,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Role-Hybrid-g0.001,replication,Simple,caso01a,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso01a-Flat-GM-g0.001,replication,Simple,caso01a,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Role-Hybrid-g0.01,replication,Simple,caso03b,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Flat-L2-g0.01,replication,Simple,caso03b,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Flat-GM-g0.01,replication,Simple,caso03b,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Base-g0.01,replication,Simple,caso03b,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Flat-GM-g0.001,replication,Simple,caso03b,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Flat-L2-g0.001,replication,Simple,caso03b,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Role-Hybrid-g0.001,replication,Simple,caso03b,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso03b-Base-g0.001,replication,Simple,caso03b,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Base-g0.01,replication,Simple,caso05d,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Flat-GM-g0.01,replication,Simple,caso05d,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Role-Hybrid-g0.01,replication,Simple,caso05d,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Flat-L2-g0.01,replication,Simple,caso05d,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Flat-L2-g0.001,replication,Simple,caso05d,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Role-Hybrid-g0.001,replication,Simple,caso05d,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Flat-GM-g0.001,replication,Simple,caso05d,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso05d-Base-g0.001,replication,Simple,caso05d,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Role-Hybrid-g0.01,replication,Simple,caso10e,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Base-g0.01,replication,Simple,caso10e,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Flat-L2-g0.01,replication,Simple,caso10e,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Flat-GM-g0.01,replication,Simple,caso10e,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Flat-GM-g0.001,replication,Simple,caso10e,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Flat-L2-g0.001,replication,Simple,caso10e,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Base-g0.001,replication,Simple,caso10e,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso10e-Role-Hybrid-g0.001,replication,Simple,caso10e,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Flat-L2-g0.01,replication,Simple,caso14a,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Role-Hybrid-g0.01,replication,Simple,caso14a,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Base-g0.01,replication,Simple,caso14a,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Flat-GM-g0.01,replication,Simple,caso14a,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Flat-L2-g0.001,replication,Simple,caso14a,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Base-g0.001,replication,Simple,caso14a,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Role-Hybrid-g0.001,replication,Simple,caso14a,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso14a-Flat-GM-g0.001,replication,Simple,caso14a,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Base-g0.01,replication,Simple,caso20c,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Flat-GM-g0.01,replication,Simple,caso20c,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Role-Hybrid-g0.01,replication,Simple,caso20c,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Flat-L2-g0.01,replication,Simple,caso20c,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Role-Hybrid-g0.001,replication,Simple,caso20c,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Flat-L2-g0.001,replication,Simple,caso20c,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Flat-GM-g0.001,replication,Simple,caso20c,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso20c-Base-g0.001,replication,Simple,caso20c,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Role-Hybrid-g0.01,replication,Simple,caso22d,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Base-g0.01,replication,Simple,caso22d,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Flat-L2-g0.01,replication,Simple,caso22d,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Flat-GM-g0.01,replication,Simple,caso22d,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Flat-L2-g0.001,replication,Simple,caso22d,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Base-g0.001,replication,Simple,caso22d,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Role-Hybrid-g0.001,replication,Simple,caso22d,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso22d-Flat-GM-g0.001,replication,Simple,caso22d,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Flat-L2-g0.01,replication,Simple,caso24f,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Flat-GM-g0.01,replication,Simple,caso24f,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Base-g0.01,replication,Simple,caso24f,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Role-Hybrid-g0.01,replication,Simple,caso24f,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Flat-L2-g0.001,replication,Simple,caso24f,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Base-g0.001,replication,Simple,caso24f,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Role-Hybrid-g0.001,replication,Simple,caso24f,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso24f-Flat-GM-g0.001,replication,Simple,caso24f,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Role-Hybrid-g0.01,replication,Simple,caso27a,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Flat-GM-g0.01,replication,Simple,caso27a,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Base-g0.01,replication,Simple,caso27a,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Flat-L2-g0.01,replication,Simple,caso27a,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Base-g0.001,replication,Simple,caso27a,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Flat-GM-g0.001,replication,Simple,caso27a,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Role-Hybrid-g0.001,replication,Simple,caso27a,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso27a-Flat-L2-g0.001,replication,Simple,caso27a,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Base-g0.01,replication,Simple,caso29c,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Role-Hybrid-g0.01,replication,Simple,caso29c,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Flat-L2-g0.01,replication,Simple,caso29c,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Flat-GM-g0.01,replication,Simple,caso29c,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Base-g0.001,replication,Simple,caso29c,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Flat-GM-g0.001,replication,Simple,caso29c,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Role-Hybrid-g0.001,replication,Simple,caso29c,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso29c-Flat-L2-g0.001,replication,Simple,caso29c,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Flat-GM-g0.01,replication,Simple,caso31e,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Role-Hybrid-g0.01,replication,Simple,caso31e,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Flat-L2-g0.01,replication,Simple,caso31e,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Base-g0.01,replication,Simple,caso31e,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Role-Hybrid-g0.001,replication,Simple,caso31e,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Flat-L2-g0.001,replication,Simple,caso31e,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Base-g0.001,replication,Simple,caso31e,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso31e-Flat-GM-g0.001,replication,Simple,caso31e,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Flat-GM-g0.01,replication,Simple,caso33f,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Flat-L2-g0.01,replication,Simple,caso33f,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Role-Hybrid-g0.01,replication,Simple,caso33f,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Base-g0.01,replication,Simple,caso33f,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Role-Hybrid-g0.001,replication,Simple,caso33f,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Flat-L2-g0.001,replication,Simple,caso33f,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Flat-GM-g0.001,replication,Simple,caso33f,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso33f-Base-g0.001,replication,Simple,caso33f,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Role-Hybrid-g0.01,replication,Simple,caso42b,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Base-g0.01,replication,Simple,caso42b,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Flat-L2-g0.01,replication,Simple,caso42b,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Flat-GM-g0.01,replication,Simple,caso42b,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Role-Hybrid-g0.001,replication,Simple,caso42b,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Base-g0.001,replication,Simple,caso42b,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Flat-GM-g0.001,replication,Simple,caso42b,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso42b-Flat-L2-g0.001,replication,Simple,caso42b,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Base-g0.01,replication,Simple,caso44c,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Flat-L2-g0.01,replication,Simple,caso44c,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Flat-GM-g0.01,replication,Simple,caso44c,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Role-Hybrid-g0.01,replication,Simple,caso44c,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Base-g0.001,replication,Simple,caso44c,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Role-Hybrid-g0.001,replication,Simple,caso44c,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Flat-L2-g0.001,replication,Simple,caso44c,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso44c-Flat-GM-g0.001,replication,Simple,caso44c,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Base-g0.01,replication,Simple,caso46e,Base,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Flat-L2-g0.01,replication,Simple,caso46e,Flat-L2,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Flat-GM-g0.01,replication,Simple,caso46e,Flat-GM,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Role-Hybrid-g0.01,replication,Simple,caso46e,Role-Hybrid,gurobi,0.01,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Flat-GM-g0.001,replication,Simple,caso46e,Flat-GM,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Role-Hybrid-g0.001,replication,Simple,caso46e,Role-Hybrid,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Flat-L2-g0.001,replication,Simple,caso46e,Flat-L2,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
repl-seed7-caso46e-Base-g0.001,replication,Simple,caso46e,Base,gurobi,0.001,7,True,COMPLETED,False,present: solver outcome
