class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso04d.txt,Base,14400,9023,5377,0.0,0.0,1.0,1.0,35590,9.713783259637854e+18,9.713783259637854e+18,9.713783259637854e+18,1.0,2.4473338579165847e-13,823581dbf7231af7dd0a08943f33f6380331d81fc512f7fc0c26cb3b6c292320,81583256c20e91581ce57f3a7f6e523c2261344899551d3f7895f7b7aa6fc58d
simple,caso04d.txt,Flat-GM,14400,9023,5377,1.3581743933816084e-16,1.1437540306950503e-16,2.3574026020000694e-05,22.65125612335907,35590,614782755201.3857,614782755201.3857,614782755201.3857,1.0,2.6494659949449026e-13,6db46c97f4de29e457daac5b013e4deb1d89f62c48b0affd61cff8b12e018627,31132c8d425e9347d599125514ab0ced7e0dcb174ca1221a9e5c125df8aeb145
simple,caso04d.txt,Flat-L2,14400,9023,5377,0.0,0.0,0.00013888888620970514,1.0,35590,1.3352770450697056e+19,1.3352770450697056e+19,1.3352770450697056e+19,1.0,9.415697014714188e-15,ccd87af6c5ac6ccd141a37e578edf2893952c96ad533fbdecb18659d66ae225d,c6fb3dd16240901328eb53c730b3385773569614a87b9c8cd28836aafd8d3ab4
simple,caso04d.txt,Role-Hybrid,14400,9023,5377,1.3581743933816084e-16,1.1437540306950503e-16,2.3574026020000694e-05,22.65125612335907,35590,614782755201.3857,614782755201.3857,614782755201.3857,1.0,2.6494659949449026e-13,6db46c97f4de29e457daac5b013e4deb1d89f62c48b0affd61cff8b12e018627,31132c8d425e9347d599125514ab0ced7e0dcb174ca1221a9e5c125df8aeb145
simple,caso04d.txt,SA-Mat,14400,9023,5377,1.3581743933816084e-16,1.1437540306950503e-16,2.3574026020000694e-05,22.65125612335907,35590,614782755201.3857,614782755201.3857,614782755201.3857,1.0,2.6494659949449026e-13,6db46c97f4de29e457daac5b013e4deb1d89f62c48b0affd61cff8b12e018627,31132c8d425e9347d599125514ab0ced7e0dcb174ca1221a9e5c125df8aeb145
