family,pool_version,instance,log,threads,mipgap,timelimit,status,time,work,final_gap_pct,t_gap1,integer_vars,t_gap01
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000115,hist_banco_base/sgtm/part_014_of_100/logs/v1_sgtm_000115_base.log,1,0.001,3600.0,OPTIMAL,23.86,25.96,0.0995,23.86,1440,23.86
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000215,hist_banco_base/sgtm/part_014_of_100/logs/v1_sgtm_000215_base.log,1,0.001,3600.0,OPTIMAL,1.02,0.91,0.0885,0.0,1440,1.02
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000315,hist_banco_base/sgtm/part_014_of_100/logs/v1_sgtm_000315_base.log,1,0.001,3600.0,OPTIMAL,2.46,2.38,0.0993,2.0,1440,2.46
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000415,hist_banco_base/sgtm/part_014_of_100/logs/v1_sgtm_000415_base.log,1,0.001,3600.0,OPTIMAL,33.96,37.28,0.0849,33.0,1440,33.96
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000016,hist_banco_base/sgtm/part_015_of_100/logs/v1_sgtm_000016_base.log,1,0.001,3600.0,OPTIMAL,15.57,16.75,0.0477,15.0,1440,15.57
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000116,hist_banco_base/sgtm/part_015_of_100/logs/v1_sgtm_000116_base.log,1,0.001,3600.0,OPTIMAL,0.25,0.26,0.0,0.0,1440,0.25
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000216,hist_banco_base/sgtm/part_015_of_100/logs/v1_sgtm_000216_base.log,1,0.001,3600.0,OPTIMAL,0.64,0.58,0.0,0.0,1440,0.64
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000316,hist_banco_base/sgtm/part_015_of_100/logs/v1_sgtm_000316_base.log,1,0.001,3600.0,OPTIMAL,0.77,0.64,0.0798,0.0,1440,0.77
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000416,hist_banco_base/sgtm/part_015_of_100/logs/v1_sgtm_000416_base.log,1,0.001,3600.0,OPTIMAL,0.68,0.66,0.0,0.0,1440,0.68
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000017,hist_banco_base/sgtm/part_016_of_100/logs/v1_sgtm_000017_base.log,1,0.001,3600.0,OPTIMAL,20.73,21.12,0.0,20.73,1440,20.73
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000117,hist_banco_base/sgtm/part_016_of_100/logs/v1_sgtm_000117_base.log,1,0.001,3600.0,OPTIMAL,0.24,0.29,0.0443,0.0,1440,0.24
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000217,hist_banco_base/sgtm/part_016_of_100/logs/v1_sgtm_000217_base.log,1,0.001,3600.0,OPTIMAL,0.89,0.67,0.0,0.89,1440,0.89
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000317,hist_banco_base/sgtm/part_016_of_100/logs/v1_sgtm_000317_base.log,1,0.001,3600.0,OPTIMAL,0.24,0.29,0.0,0.0,1440,0.24
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000417,hist_banco_base/sgtm/part_016_of_100/logs/v1_sgtm_000417_base.log,1,0.001,3600.0,OPTIMAL,0.49,0.54,0.0,0.0,1440,0.49
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000018,hist_banco_base/sgtm/part_017_of_100/logs/v1_sgtm_000018_base.log,1,0.001,3600.0,OPTIMAL,178.42,176.88,0.0997,120.0,1440,178.42
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000118,hist_banco_base/sgtm/part_017_of_100/logs/v1_sgtm_000118_base.log,1,0.001,3600.0,OPTIMAL,19.79,21.61,0.0,19.79,1440,19.79
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000218,hist_banco_base/sgtm/part_017_of_100/logs/v1_sgtm_000218_base.log,1,0.001,3600.0,OPTIMAL,0.67,0.55,0.0028,0.0,1440,0.67
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000318,hist_banco_base/sgtm/part_017_of_100/logs/v1_sgtm_000318_base.log,1,0.001,3600.0,OPTIMAL,19.05,19.89,0.0698,18.0,1440,19.05
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000418,hist_banco_base/sgtm/part_017_of_100/logs/v1_sgtm_000418_base.log,1,0.001,3600.0,OPTIMAL,13.07,13.88,0.0858,13.07,1440,13.07
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000019,hist_banco_base/sgtm/part_018_of_100/logs/v1_sgtm_000019_base.log,1,0.001,3600.0,OPTIMAL,36.61,37.42,0.0,36.61,1440,36.61
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000119,hist_banco_base/sgtm/part_018_of_100/logs/v1_sgtm_000119_base.log,1,0.001,3600.0,OPTIMAL,0.23,0.27,0.0,0.0,1440,0.23
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000219,hist_banco_base/sgtm/part_018_of_100/logs/v1_sgtm_000219_base.log,1,0.001,3600.0,OPTIMAL,0.41,0.39,0.0,0.0,1440,0.41
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000319,hist_banco_base/sgtm/part_018_of_100/logs/v1_sgtm_000319_base.log,1,0.001,3600.0,OPTIMAL,0.51,0.67,0.0,0.0,1440,0.51
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000419,hist_banco_base/sgtm/part_018_of_100/logs/v1_sgtm_000419_base.log,1,0.001,3600.0,OPTIMAL,37.34,37.54,0.0581,36.0,1440,37.34
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000020,hist_banco_base/sgtm/part_019_of_100/logs/v1_sgtm_000020_base.log,1,0.001,3600.0,OPTIMAL,51.21,56.27,0.0224,50.0,1440,51.21
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000120,hist_banco_base/sgtm/part_019_of_100/logs/v1_sgtm_000120_base.log,1,0.001,3600.0,OPTIMAL,2.55,2.71,0.0,2.0,1440,2.55
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000220,hist_banco_base/sgtm/part_019_of_100/logs/v1_sgtm_000220_base.log,1,0.001,3600.0,OPTIMAL,9.36,10.23,0.0984,9.36,1440,9.36
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000320,hist_banco_base/sgtm/part_019_of_100/logs/v1_sgtm_000320_base.log,1,0.001,3600.0,OPTIMAL,0.29,0.32,0.0,0.0,1440,0.29
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000420,hist_banco_base/sgtm/part_019_of_100/logs/v1_sgtm_000420_base.log,1,0.001,3600.0,OPTIMAL,0.38,0.46,0.0,0.0,1440,0.38
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000021,hist_banco_base/sgtm/part_020_of_100/logs/v1_sgtm_000021_base.log,1,0.001,3600.0,OPTIMAL,13.5,13.58,0.0,13.0,1440,13.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000121,hist_banco_base/sgtm/part_020_of_100/logs/v1_sgtm_000121_base.log,1,0.001,3600.0,OPTIMAL,25.16,25.74,0.0953,25.0,1440,25.16
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000221,hist_banco_base/sgtm/part_020_of_100/logs/v1_sgtm_000221_base.log,1,0.001,3600.0,OPTIMAL,3455.9,3310.96,0.0751,860.0,1440,3455.9
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000321,hist_banco_base/sgtm/part_020_of_100/logs/v1_sgtm_000321_base.log,1,0.001,3600.0,OPTIMAL,18.59,19.21,0.0909,18.59,1440,18.59
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000421,hist_banco_base/sgtm/part_020_of_100/logs/v1_sgtm_000421_base.log,1,0.001,3600.0,OPTIMAL,11.41,12.05,0.0515,11.41,1440,11.41
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000022,hist_banco_base/sgtm/part_021_of_100/logs/v1_sgtm_000022_base.log,1,0.001,3600.0,OPTIMAL,12.97,13.24,0.0536,12.97,1440,12.97
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000122,hist_banco_base/sgtm/part_021_of_100/logs/v1_sgtm_000122_base.log,1,0.001,3600.0,OPTIMAL,108.97,113.85,0.0396,108.97,1440,108.97
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000222,hist_banco_base/sgtm/part_021_of_100/logs/v1_sgtm_000222_base.log,1,0.001,3600.0,OPTIMAL,36.03,35.33,0.078,36.03,1440,36.03
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000322,hist_banco_base/sgtm/part_021_of_100/logs/v1_sgtm_000322_base.log,1,0.001,3600.0,OPTIMAL,12.11,11.45,0.0153,12.11,1440,12.11
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000422,hist_banco_base/sgtm/part_021_of_100/logs/v1_sgtm_000422_base.log,1,0.001,3600.0,OPTIMAL,0.33,0.36,0.0,0.0,1440,0.33
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000023,hist_banco_base/sgtm/part_022_of_100/logs/v1_sgtm_000023_base.log,1,0.001,3600.0,OPTIMAL,7.86,8.38,0.0,7.0,1440,7.86
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000123,hist_banco_base/sgtm/part_022_of_100/logs/v1_sgtm_000123_base.log,1,0.001,3600.0,OPTIMAL,0.15,0.14,0.0,0.15,1440,0.15
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000223,hist_banco_base/sgtm/part_022_of_100/logs/v1_sgtm_000223_base.log,1,0.001,3600.0,OPTIMAL,0.28,0.32,0.0,0.0,1440,0.28
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000323,hist_banco_base/sgtm/part_022_of_100/logs/v1_sgtm_000323_base.log,1,0.001,3600.0,OPTIMAL,0.39,0.48,0.0,0.0,1440,0.39
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000423,hist_banco_base/sgtm/part_022_of_100/logs/v1_sgtm_000423_base.log,1,0.001,3600.0,OPTIMAL,0.33,0.43,0.0,0.0,1440,0.33
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000024,hist_banco_base/sgtm/part_023_of_100/logs/v1_sgtm_000024_base.log,1,0.001,3600.0,OPTIMAL,21.81,22.19,0.0749,21.81,1440,21.81
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000124,hist_banco_base/sgtm/part_023_of_100/logs/v1_sgtm_000124_base.log,1,0.001,3600.0,OPTIMAL,56.75,55.18,0.0706,56.75,1440,56.75
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000224,hist_banco_base/sgtm/part_023_of_100/logs/v1_sgtm_000224_base.log,1,0.001,3600.0,OPTIMAL,1.12,1.18,0.0,1.0,1440,1.12
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000324,hist_banco_base/sgtm/part_023_of_100/logs/v1_sgtm_000324_base.log,1,0.001,3600.0,OPTIMAL,935.13,887.88,0.068,935.0,1440,935.13
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000424,hist_banco_base/sgtm/part_023_of_100/logs/v1_sgtm_000424_base.log,1,0.001,3600.0,OPTIMAL,0.48,0.59,0.0,0.0,1440,0.48
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000025,hist_banco_base/sgtm/part_024_of_100/logs/v1_sgtm_000025_base.log,1,0.001,3600.0,OPTIMAL,16.71,17.24,0.0,16.71,1440,16.71
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000125,hist_banco_base/sgtm/part_024_of_100/logs/v1_sgtm_000125_base.log,1,0.001,3600.0,OPTIMAL,0.5,0.59,0.0,0.0,1440,0.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000225,hist_banco_base/sgtm/part_024_of_100/logs/v1_sgtm_000225_base.log,1,0.001,3600.0,OPTIMAL,21.28,23.05,0.0067,21.28,1440,21.28
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000325,hist_banco_base/sgtm/part_024_of_100/logs/v1_sgtm_000325_base.log,1,0.001,3600.0,OPTIMAL,37.8,38.76,0.0854,35.0,1440,37.8
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000425,hist_banco_base/sgtm/part_024_of_100/logs/v1_sgtm_000425_base.log,1,0.001,3600.0,OPTIMAL,4.19,4.07,0.0493,4.0,1440,4.19
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000026,hist_banco_base/sgtm/part_025_of_100/logs/v1_sgtm_000026_base.log,1,0.001,3600.0,OPTIMAL,32.5,31.04,0.0,32.5,1440,32.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000126,hist_banco_base/sgtm/part_025_of_100/logs/v1_sgtm_000126_base.log,1,0.001,3600.0,OPTIMAL,10.8,10.99,0.0,10.8,1440,10.8
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000226,hist_banco_base/sgtm/part_025_of_100/logs/v1_sgtm_000226_base.log,1,0.001,3600.0,OPTIMAL,0.5,0.41,0.0706,0.0,1440,0.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000326,hist_banco_base/sgtm/part_025_of_100/logs/v1_sgtm_000326_base.log,1,0.001,3600.0,OPTIMAL,11.27,11.51,0.0849,11.27,1440,11.27
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000426,hist_banco_base/sgtm/part_025_of_100/logs/v1_sgtm_000426_base.log,1,0.001,3600.0,OPTIMAL,1.5,1.48,0.0,1.0,1440,1.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000027,hist_banco_base/sgtm/part_026_of_100/logs/v1_sgtm_000027_base.log,1,0.001,3600.0,OPTIMAL,0.5,0.51,0.0,0.0,1440,0.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000127,hist_banco_base/sgtm/part_026_of_100/logs/v1_sgtm_000127_base.log,1,0.001,3600.0,OPTIMAL,0.28,0.3,0.0,0.0,1440,0.28
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000227,hist_banco_base/sgtm/part_026_of_100/logs/v1_sgtm_000227_base.log,1,0.001,3600.0,OPTIMAL,16.25,16.22,0.0877,4.0,1440,16.25
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000327,hist_banco_base/sgtm/part_026_of_100/logs/v1_sgtm_000327_base.log,1,0.001,3600.0,OPTIMAL,0.27,0.3,0.0,0.0,1440,0.27
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000427,hist_banco_base/sgtm/part_026_of_100/logs/v1_sgtm_000427_base.log,1,0.001,3600.0,OPTIMAL,0.42,0.43,0.0,0.0,1440,0.42
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000028,hist_banco_base/sgtm/part_027_of_100/logs/v1_sgtm_000028_base.log,1,0.001,3600.0,OPTIMAL,0.31,0.36,0.0,0.0,1440,0.31
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000128,hist_banco_base/sgtm/part_027_of_100/logs/v1_sgtm_000128_base.log,1,0.001,3600.0,OPTIMAL,79.3,75.16,0.0994,58.0,1440,79.3
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000228,hist_banco_base/sgtm/part_027_of_100/logs/v1_sgtm_000228_base.log,1,0.001,3600.0,OPTIMAL,0.3,0.27,0.0999,0.0,1440,0.3
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000328,hist_banco_base/sgtm/part_027_of_100/logs/v1_sgtm_000328_base.log,1,0.001,3600.0,OPTIMAL,68.62,71.67,0.0947,55.0,1440,68.62
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000428,hist_banco_base/sgtm/part_027_of_100/logs/v1_sgtm_000428_base.log,1,0.001,3600.0,OPTIMAL,13.85,13.72,0.0843,13.85,1440,13.85
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000029,hist_banco_base/sgtm/part_028_of_100/logs/v1_sgtm_000029_base.log,1,0.001,3600.0,OPTIMAL,6.69,7.14,0.0995,5.0,1440,6.69
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000129,hist_banco_base/sgtm/part_028_of_100/logs/v1_sgtm_000129_base.log,1,0.001,3600.0,OPTIMAL,231.73,270.11,0.1,35.0,1440,231.73
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000229,hist_banco_base/sgtm/part_028_of_100/logs/v1_sgtm_000229_base.log,1,0.001,3600.0,OPTIMAL,0.99,0.84,0.0453,0.0,1440,0.99
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000329,hist_banco_base/sgtm/part_028_of_100/logs/v1_sgtm_000329_base.log,1,0.001,3600.0,OPTIMAL,0.28,0.33,0.0297,0.0,1440,0.28
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000429,hist_banco_base/sgtm/part_028_of_100/logs/v1_sgtm_000429_base.log,1,0.001,3600.0,OPTIMAL,35.77,37.52,0.0997,5.0,1440,35.77
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000030,hist_banco_base/sgtm/part_029_of_100/logs/v1_sgtm_000030_base.log,1,0.001,3600.0,OPTIMAL,0.22,0.22,0.0,0.0,1440,0.22
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000130,hist_banco_base/sgtm/part_029_of_100/logs/v1_sgtm_000130_base.log,1,0.001,3600.0,OPTIMAL,12.22,12.9,0.0898,12.22,1440,12.22
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000230,hist_banco_base/sgtm/part_029_of_100/logs/v1_sgtm_000230_base.log,1,0.001,3600.0,OPTIMAL,18.0,21.01,0.0981,18.0,1440,18.0
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000330,hist_banco_base/sgtm/part_029_of_100/logs/v1_sgtm_000330_base.log,1,0.001,3600.0,OPTIMAL,0.21,0.21,0.0053,0.0,1440,0.21
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000430,hist_banco_base/sgtm/part_029_of_100/logs/v1_sgtm_000430_base.log,1,0.001,3600.0,OPTIMAL,0.2,0.21,0.0,0.0,1440,0.2
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000031,hist_banco_base/sgtm/part_030_of_100/logs/v1_sgtm_000031_base.log,1,0.001,3600.0,OPTIMAL,56.7,60.21,0.1,24.0,1440,56.7
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000131,hist_banco_base/sgtm/part_030_of_100/logs/v1_sgtm_000131_base.log,1,0.001,3600.0,OPTIMAL,23.8,27.02,0.0937,20.0,1440,23.8
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000231,hist_banco_base/sgtm/part_030_of_100/logs/v1_sgtm_000231_base.log,1,0.001,3600.0,TIME_LIMIT,3600.0,3371.14,2.218,inf,1440,inf
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000331,hist_banco_base/sgtm/part_030_of_100/logs/v1_sgtm_000331_base.log,1,0.001,3600.0,OPTIMAL,0.79,0.8,0.0108,0.0,1440,0.79
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000431,hist_banco_base/sgtm/part_030_of_100/logs/v1_sgtm_000431_base.log,1,0.001,3600.0,OPTIMAL,15.78,15.8,0.0353,15.78,1440,15.78
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000032,hist_banco_base/sgtm/part_031_of_100/logs/v1_sgtm_000032_base.log,1,0.001,3600.0,OPTIMAL,20.28,20.51,0.0958,20.0,1440,20.28
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000132,hist_banco_base/sgtm/part_031_of_100/logs/v1_sgtm_000132_base.log,1,0.001,3600.0,OPTIMAL,11.07,10.42,0.095,10.0,1440,11.07
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000232,hist_banco_base/sgtm/part_031_of_100/logs/v1_sgtm_000232_base.log,1,0.001,3600.0,OPTIMAL,12.72,12.7,0.0,12.72,1440,12.72
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000332,hist_banco_base/sgtm/part_031_of_100/logs/v1_sgtm_000332_base.log,1,0.001,3600.0,OPTIMAL,4.81,4.7,0.0,4.0,1440,4.81
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000432,hist_banco_base/sgtm/part_031_of_100/logs/v1_sgtm_000432_base.log,1,0.001,3600.0,OPTIMAL,0.33,0.37,0.0,0.0,1440,0.33
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000033,hist_banco_base/sgtm/part_032_of_100/logs/v1_sgtm_000033_base.log,1,0.001,3600.0,OPTIMAL,0.36,0.39,0.0,0.0,1440,0.36
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000133,hist_banco_base/sgtm/part_032_of_100/logs/v1_sgtm_000133_base.log,1,0.001,3600.0,OPTIMAL,0.26,0.27,0.0,0.0,1440,0.26
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000233,hist_banco_base/sgtm/part_032_of_100/logs/v1_sgtm_000233_base.log,1,0.001,3600.0,OPTIMAL,836.1,875.55,0.1,135.0,1440,836.1
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000333,hist_banco_base/sgtm/part_032_of_100/logs/v1_sgtm_000333_base.log,1,0.001,3600.0,OPTIMAL,57.62,59.32,0.0693,57.62,1440,57.62
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000433,hist_banco_base/sgtm/part_032_of_100/logs/v1_sgtm_000433_base.log,1,0.001,3600.0,OPTIMAL,24.76,25.4,0.0941,10.0,1440,24.76
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000034,hist_banco_base/sgtm/part_033_of_100/logs/v1_sgtm_000034_base.log,1,0.001,3600.0,OPTIMAL,0.27,0.26,0.0,0.0,1440,0.27
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000134,hist_banco_base/sgtm/part_033_of_100/logs/v1_sgtm_000134_base.log,1,0.001,3600.0,OPTIMAL,29.82,33.56,0.0,29.82,1440,29.82
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000234,hist_banco_base/sgtm/part_033_of_100/logs/v1_sgtm_000234_base.log,1,0.001,3600.0,OPTIMAL,20.14,21.92,0.0992,15.0,1440,20.14
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000334,hist_banco_base/sgtm/part_033_of_100/logs/v1_sgtm_000334_base.log,1,0.001,3600.0,OPTIMAL,3.76,3.96,0.0,3.76,1440,3.76
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000434,hist_banco_base/sgtm/part_033_of_100/logs/v1_sgtm_000434_base.log,1,0.001,3600.0,OPTIMAL,588.5,600.12,0.0963,400.0,1440,588.5
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000035,hist_banco_base/sgtm/part_034_of_100/logs/v1_sgtm_000035_base.log,1,0.001,3600.0,OPTIMAL,0.25,0.25,0.0546,0.0,1440,0.25
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000135,hist_banco_base/sgtm/part_034_of_100/logs/v1_sgtm_000135_base.log,1,0.001,3600.0,OPTIMAL,17.99,18.18,0.0969,15.0,1440,17.99
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000235,hist_banco_base/sgtm/part_034_of_100/logs/v1_sgtm_000235_base.log,1,0.001,3600.0,OPTIMAL,33.04,33.32,0.0998,13.0,1440,33.04
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000335,hist_banco_base/sgtm/part_034_of_100/logs/v1_sgtm_000335_base.log,1,0.001,3600.0,OPTIMAL,16.63,15.97,0.0997,15.0,1440,16.63
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000435,hist_banco_base/sgtm/part_034_of_100/logs/v1_sgtm_000435_base.log,1,0.001,3600.0,OPTIMAL,4.83,5.04,0.0751,2.0,1440,4.83
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000036,hist_banco_base/sgtm/part_035_of_100/logs/v1_sgtm_000036_base.log,1,0.001,3600.0,OPTIMAL,0.29,0.34,0.0,0.0,1440,0.29
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000136,hist_banco_base/sgtm/part_035_of_100/logs/v1_sgtm_000136_base.log,1,0.001,3600.0,OPTIMAL,7.71,8.02,0.0935,7.71,1440,7.71
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000236,hist_banco_base/sgtm/part_035_of_100/logs/v1_sgtm_000236_base.log,1,0.001,3600.0,OPTIMAL,49.55,44.96,0.1,20.0,1440,49.55
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000336,hist_banco_base/sgtm/part_035_of_100/logs/v1_sgtm_000336_base.log,1,0.001,3600.0,OPTIMAL,20.07,21.67,0.058,20.0,1440,20.07
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000436,hist_banco_base/sgtm/part_035_of_100/logs/v1_sgtm_000436_base.log,1,0.001,3600.0,OPTIMAL,48.7,49.03,0.0986,45.0,1440,48.7
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000037,hist_banco_base/sgtm/part_036_of_100/logs/v1_sgtm_000037_base.log,1,0.001,3600.0,OPTIMAL,395.79,389.89,0.1,22.0,1440,395.79
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000137,hist_banco_base/sgtm/part_036_of_100/logs/v1_sgtm_000137_base.log,1,0.001,3600.0,OPTIMAL,16.41,16.33,0.0915,16.0,1440,16.41
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000237,hist_banco_base/sgtm/part_036_of_100/logs/v1_sgtm_000237_base.log,1,0.001,3600.0,OPTIMAL,0.36,0.39,0.0,0.0,1440,0.36
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000337,hist_banco_base/sgtm/part_036_of_100/logs/v1_sgtm_000337_base.log,1,0.001,3600.0,OPTIMAL,0.49,0.59,0.0,0.0,1440,0.49
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000437,hist_banco_base/sgtm/part_036_of_100/logs/v1_sgtm_000437_base.log,1,0.001,3600.0,OPTIMAL,149.15,146.09,0.0985,124.0,1440,149.15
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000038,hist_banco_base/sgtm/part_037_of_100/logs/v1_sgtm_000038_base.log,1,0.001,3600.0,OPTIMAL,19.24,23.64,0.0977,19.24,1440,19.24
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000138,hist_banco_base/sgtm/part_037_of_100/logs/v1_sgtm_000138_base.log,1,0.001,3600.0,OPTIMAL,24.67,24.78,0.0984,23.0,1440,24.67
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000238,hist_banco_base/sgtm/part_037_of_100/logs/v1_sgtm_000238_base.log,1,0.001,3600.0,OPTIMAL,0.94,0.9,0.0,0.0,1440,0.94
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000338,hist_banco_base/sgtm/part_037_of_100/logs/v1_sgtm_000338_base.log,1,0.001,3600.0,OPTIMAL,1.13,1.04,0.0913,1.0,1440,1.13
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000438,hist_banco_base/sgtm/part_037_of_100/logs/v1_sgtm_000438_base.log,1,0.001,3600.0,OPTIMAL,9.76,10.17,0.0288,9.0,1440,9.76
SG-Ter-Mer,"sealed release, defective total demand",v1_sgtm_000039,hist_banco_base/sgtm/part_038_of_100/logs/v1_sgtm_000039_base.log,1,0.001,3600.0,OPTIMAL,136.29,140.19,0.0999,110.0,1440,136.29
