family,pool_version,instance,log,threads,mipgap,timelimit,status,time,work,final_gap_pct,t_gap1,integer_vars,t_gap01
Simple,sealed release,v1_simple_000001,hist_banco_base/simple/part_000_of_100/logs/v1_simple_000001_base.log,1,0.001,3600.0,OPTIMAL,18.4,19.9,0.0998,17.0,2160,18.4
Simple,sealed release,v1_simple_000101,hist_banco_base/simple/part_000_of_100/logs/v1_simple_000101_base.log,1,0.001,3600.0,OPTIMAL,178.75,216.86,0.0999,5.0,2160,178.75
Simple,sealed release,v1_simple_000201,hist_banco_base/simple/part_000_of_100/logs/v1_simple_000201_base.log,1,0.001,3600.0,OPTIMAL,17.35,18.65,0.005,17.0,2160,17.35
Simple,sealed release,v1_simple_000301,hist_banco_base/simple/part_000_of_100/logs/v1_simple_000301_base.log,1,0.001,3600.0,OPTIMAL,2.4,2.58,0.0,2.0,2160,2.4
Simple,sealed release,v1_simple_000401,hist_banco_base/simple/part_000_of_100/logs/v1_simple_000401_base.log,1,0.001,3600.0,OPTIMAL,13.39,15.62,0.0892,13.0,2160,13.39
Simple,sealed release,v1_simple_000002,hist_banco_base/simple/part_001_of_100/logs/v1_simple_000002_base.log,1,0.001,3600.0,OPTIMAL,976.54,1187.97,0.0999,20.0,2160,976.54
Simple,sealed release,v1_simple_000102,hist_banco_base/simple/part_001_of_100/logs/v1_simple_000102_base.log,1,0.001,3600.0,OPTIMAL,1.5,1.82,0.0216,1.0,2160,1.5
Simple,sealed release,v1_simple_000202,hist_banco_base/simple/part_001_of_100/logs/v1_simple_000202_base.log,1,0.001,3600.0,OPTIMAL,15.01,16.76,0.0975,14.0,2160,15.01
Simple,sealed release,v1_simple_000302,hist_banco_base/simple/part_001_of_100/logs/v1_simple_000302_base.log,1,0.001,3600.0,OPTIMAL,0.5,0.54,0.0608,0.5,2160,0.5
Simple,sealed release,v1_simple_000402,hist_banco_base/simple/part_001_of_100/logs/v1_simple_000402_base.log,1,0.001,3600.0,OPTIMAL,40.89,46.55,0.0817,1.0,2160,40.89
Simple,sealed release,v1_simple_000003,hist_banco_base/simple/part_002_of_100/logs/v1_simple_000003_base.log,1,0.001,3600.0,OPTIMAL,13.97,16.36,0.0156,2.0,2160,13.97
Simple,sealed release,v1_simple_000103,hist_banco_base/simple/part_002_of_100/logs/v1_simple_000103_base.log,1,0.001,3600.0,OPTIMAL,1.52,1.88,0.0171,1.0,2160,1.52
Simple,sealed release,v1_simple_000203,hist_banco_base/simple/part_002_of_100/logs/v1_simple_000203_base.log,1,0.001,3600.0,OPTIMAL,3.72,3.78,0.0022,1.0,2160,3.72
Simple,sealed release,v1_simple_000303,hist_banco_base/simple/part_002_of_100/logs/v1_simple_000303_base.log,1,0.001,3600.0,OPTIMAL,1.71,1.54,0.0206,1.0,2160,1.71
Simple,sealed release,v1_simple_000403,hist_banco_base/simple/part_002_of_100/logs/v1_simple_000403_base.log,1,0.001,3600.0,OPTIMAL,33.88,37.93,0.0983,18.0,2160,33.88
Simple,sealed release,v1_simple_000004,hist_banco_base/simple/part_003_of_100/logs/v1_simple_000004_base.log,1,0.001,3600.0,OPTIMAL,16.03,19.11,0.0169,2.0,2160,16.03
Simple,sealed release,v1_simple_000104,hist_banco_base/simple/part_003_of_100/logs/v1_simple_000104_base.log,1,0.001,3600.0,OPTIMAL,3.93,3.98,0.0836,1.0,2160,3.93
Simple,sealed release,v1_simple_000204,hist_banco_base/simple/part_003_of_100/logs/v1_simple_000204_base.log,1,0.001,3600.0,OPTIMAL,208.22,216.08,0.0852,2.0,2160,208.22
Simple,sealed release,v1_simple_000304,hist_banco_base/simple/part_003_of_100/logs/v1_simple_000304_base.log,1,0.001,3600.0,OPTIMAL,20.02,23.67,0.0817,14.0,2160,20.02
Simple,sealed release,v1_simple_000404,hist_banco_base/simple/part_003_of_100/logs/v1_simple_000404_base.log,1,0.001,3600.0,OPTIMAL,2.88,3.13,0.0171,2.0,2160,2.88
Simple,sealed release,v1_simple_000005,hist_banco_base/simple/part_004_of_100/logs/v1_simple_000005_base.log,1,0.001,3600.0,OPTIMAL,12.13,12.85,0.0807,2.0,2160,12.13
Simple,sealed release,v1_simple_000105,hist_banco_base/simple/part_004_of_100/logs/v1_simple_000105_base.log,1,0.001,3600.0,OPTIMAL,3.46,3.22,0.001,3.0,2160,3.46
Simple,sealed release,v1_simple_000205,hist_banco_base/simple/part_004_of_100/logs/v1_simple_000205_base.log,1,0.001,3600.0,OPTIMAL,2.44,2.74,0.0178,2.0,2160,2.44
Simple,sealed release,v1_simple_000305,hist_banco_base/simple/part_004_of_100/logs/v1_simple_000305_base.log,1,0.001,3600.0,OPTIMAL,2.08,2.31,0.0236,2.0,2160,2.08
Simple,sealed release,v1_simple_000405,hist_banco_base/simple/part_004_of_100/logs/v1_simple_000405_base.log,1,0.001,3600.0,OPTIMAL,1.35,1.59,0.0084,1.0,2160,1.35
Simple,sealed release,v1_simple_000006,hist_banco_base/simple/part_005_of_100/logs/v1_simple_000006_base.log,1,0.001,3600.0,OPTIMAL,15.07,17.25,0.0999,15.0,2160,15.07
Simple,sealed release,v1_simple_000106,hist_banco_base/simple/part_005_of_100/logs/v1_simple_000106_base.log,1,0.001,3600.0,OPTIMAL,8.42,8.67,0.0676,8.0,2160,8.42
Simple,sealed release,v1_simple_000206,hist_banco_base/simple/part_005_of_100/logs/v1_simple_000206_base.log,1,0.001,3600.0,OPTIMAL,161.48,188.91,0.0531,1.0,2160,161.48
Simple,sealed release,v1_simple_000306,hist_banco_base/simple/part_005_of_100/logs/v1_simple_000306_base.log,1,0.001,3600.0,OPTIMAL,566.41,614.17,0.1,1.0,2160,566.41
Simple,sealed release,v1_simple_000406,hist_banco_base/simple/part_005_of_100/logs/v1_simple_000406_base.log,1,0.001,3600.0,OPTIMAL,5.78,6.02,0.0574,1.0,2160,5.78
Simple,sealed release,v1_simple_000007,hist_banco_base/simple/part_006_of_100/logs/v1_simple_000007_base.log,1,0.001,3600.0,OPTIMAL,1.2,1.53,0.0012,1.0,2160,1.2
Simple,sealed release,v1_simple_000107,hist_banco_base/simple/part_006_of_100/logs/v1_simple_000107_base.log,1,0.001,3600.0,OPTIMAL,12.33,17.96,0.0995,1.0,2160,12.33
Simple,sealed release,v1_simple_000207,hist_banco_base/simple/part_006_of_100/logs/v1_simple_000207_base.log,1,0.001,3600.0,OPTIMAL,1.4,1.75,0.0592,1.0,2160,1.4
Simple,sealed release,v1_simple_000307,hist_banco_base/simple/part_006_of_100/logs/v1_simple_000307_base.log,1,0.001,3600.0,OPTIMAL,1.43,1.72,0.066,1.0,2160,1.43
Simple,sealed release,v1_simple_000407,hist_banco_base/simple/part_006_of_100/logs/v1_simple_000407_base.log,1,0.001,3600.0,OPTIMAL,3.22,3.55,0.0,1.0,2160,3.22
Simple,sealed release,v1_simple_000008,hist_banco_base/simple/part_007_of_100/logs/v1_simple_000008_base.log,1,0.001,3600.0,OPTIMAL,2.14,1.92,0.0367,2.0,2160,2.14
Simple,sealed release,v1_simple_000108,hist_banco_base/simple/part_007_of_100/logs/v1_simple_000108_base.log,1,0.001,3600.0,OPTIMAL,1.92,2.26,0.0534,1.0,2160,1.92
Simple,sealed release,v1_simple_000208,hist_banco_base/simple/part_007_of_100/logs/v1_simple_000208_base.log,1,0.001,3600.0,OPTIMAL,1.49,1.58,0.0,1.0,2160,1.49
Simple,sealed release,v1_simple_000308,hist_banco_base/simple/part_007_of_100/logs/v1_simple_000308_base.log,1,0.001,3600.0,OPTIMAL,7.63,8.66,0.0672,1.0,2160,7.63
Simple,sealed release,v1_simple_000408,hist_banco_base/simple/part_007_of_100/logs/v1_simple_000408_base.log,1,0.001,3600.0,OPTIMAL,20.32,25.15,0.0952,1.0,2160,20.32
Simple,sealed release,v1_simple_000009,hist_banco_base/simple/part_008_of_100/logs/v1_simple_000009_base.log,1,0.001,3600.0,OPTIMAL,1318.63,1419.08,0.1,1.0,2160,1318.63
Simple,sealed release,v1_simple_000109,hist_banco_base/simple/part_008_of_100/logs/v1_simple_000109_base.log,1,0.001,3600.0,OPTIMAL,1.75,2.2,0.0244,1.0,2160,1.75
Simple,sealed release,v1_simple_000209,hist_banco_base/simple/part_008_of_100/logs/v1_simple_000209_base.log,1,0.001,3600.0,OPTIMAL,1.61,1.99,0.0106,1.0,2160,1.61
Simple,sealed release,v1_simple_000309,hist_banco_base/simple/part_008_of_100/logs/v1_simple_000309_base.log,1,0.001,3600.0,OPTIMAL,10.82,13.22,0.0457,10.0,2160,10.82
Simple,sealed release,v1_simple_000409,hist_banco_base/simple/part_008_of_100/logs/v1_simple_000409_base.log,1,0.001,3600.0,OPTIMAL,7.94,9.61,0.0982,1.0,2160,7.94
Simple,sealed release,v1_simple_000010,hist_banco_base/simple/part_009_of_100/logs/v1_simple_000010_base.log,1,0.001,3600.0,OPTIMAL,289.29,295.01,0.1,26.0,2160,289.29
Simple,sealed release,v1_simple_000110,hist_banco_base/simple/part_009_of_100/logs/v1_simple_000110_base.log,1,0.001,3600.0,OPTIMAL,2.91,3.27,0.0997,2.0,2160,2.91
Simple,sealed release,v1_simple_000210,hist_banco_base/simple/part_009_of_100/logs/v1_simple_000210_base.log,1,0.001,3600.0,OPTIMAL,1.52,1.65,0.0631,1.0,2160,1.52
Simple,sealed release,v1_simple_000310,hist_banco_base/simple/part_009_of_100/logs/v1_simple_000310_base.log,1,0.001,3600.0,OPTIMAL,65.6,86.67,0.0913,9.0,2160,65.6
Simple,sealed release,v1_simple_000410,hist_banco_base/simple/part_009_of_100/logs/v1_simple_000410_base.log,1,0.001,3600.0,OPTIMAL,28.87,33.29,0.0693,28.0,2160,28.87
Simple,sealed release,v1_simple_000011,hist_banco_base/simple/part_010_of_100/logs/v1_simple_000011_base.log,1,0.001,3600.0,OPTIMAL,18.11,22.2,0.0861,1.0,2160,18.11
Simple,sealed release,v1_simple_000111,hist_banco_base/simple/part_010_of_100/logs/v1_simple_000111_base.log,1,0.001,3600.0,OPTIMAL,5.6,6.26,0.0125,5.0,2160,5.6
Simple,sealed release,v1_simple_000211,hist_banco_base/simple/part_010_of_100/logs/v1_simple_000211_base.log,1,0.001,3600.0,OPTIMAL,3.37,3.52,0.073,3.0,2160,3.37
Simple,sealed release,v1_simple_000311,hist_banco_base/simple/part_010_of_100/logs/v1_simple_000311_base.log,1,0.001,3600.0,OPTIMAL,1.19,1.35,0.0016,1.0,2160,1.19
Simple,sealed release,v1_simple_000411,hist_banco_base/simple/part_010_of_100/logs/v1_simple_000411_base.log,1,0.001,3600.0,OPTIMAL,1.54,1.71,0.0161,1.0,2160,1.54
Simple,sealed release,v1_simple_000012,hist_banco_base/simple/part_011_of_100/logs/v1_simple_000012_base.log,1,0.001,3600.0,OPTIMAL,17.31,19.9,0.0002,17.0,2160,17.31
Simple,sealed release,v1_simple_000112,hist_banco_base/simple/part_011_of_100/logs/v1_simple_000112_base.log,1,0.001,3600.0,OPTIMAL,1.21,1.42,0.0002,1.0,2160,1.21
Simple,sealed release,v1_simple_000212,hist_banco_base/simple/part_011_of_100/logs/v1_simple_000212_base.log,1,0.001,3600.0,OPTIMAL,171.97,173.35,0.0988,26.0,2160,171.97
Simple,sealed release,v1_simple_000312,hist_banco_base/simple/part_011_of_100/logs/v1_simple_000312_base.log,1,0.001,3600.0,OPTIMAL,20.3,24.15,0.0794,18.0,2160,20.3
Simple,sealed release,v1_simple_000412,hist_banco_base/simple/part_011_of_100/logs/v1_simple_000412_base.log,1,0.001,3600.0,OPTIMAL,520.65,559.07,0.1,33.0,2160,520.65
Simple,sealed release,v1_simple_000013,hist_banco_base/simple/part_012_of_100/logs/v1_simple_000013_base.log,1,0.001,3600.0,OPTIMAL,1.69,2.15,0.0122,1.0,2160,1.69
Simple,sealed release,v1_simple_000113,hist_banco_base/simple/part_012_of_100/logs/v1_simple_000113_base.log,1,0.001,3600.0,OPTIMAL,6.87,7.62,0.0061,6.0,2160,6.87
Simple,sealed release,v1_simple_000213,hist_banco_base/simple/part_012_of_100/logs/v1_simple_000213_base.log,1,0.001,3600.0,OPTIMAL,1.92,2.3,0.0115,1.0,2160,1.92
Simple,sealed release,v1_simple_000313,hist_banco_base/simple/part_012_of_100/logs/v1_simple_000313_base.log,1,0.001,3600.0,OPTIMAL,9.54,10.98,0.0491,1.0,2160,9.54
Simple,sealed release,v1_simple_000413,hist_banco_base/simple/part_012_of_100/logs/v1_simple_000413_base.log,1,0.001,3600.0,OPTIMAL,1.35,1.58,0.0131,1.0,2160,1.35
Simple,sealed release,v1_simple_000014,hist_banco_base/simple/part_013_of_100/logs/v1_simple_000014_base.log,1,0.001,3600.0,OPTIMAL,1.39,1.59,0.0143,1.0,2160,1.39
Simple,sealed release,v1_simple_000114,hist_banco_base/simple/part_013_of_100/logs/v1_simple_000114_base.log,1,0.001,3600.0,OPTIMAL,1.58,1.97,0.0018,1.0,2160,1.58
Simple,sealed release,v1_simple_000214,hist_banco_base/simple/part_013_of_100/logs/v1_simple_000214_base.log,1,0.001,3600.0,OPTIMAL,1.23,1.73,0.0042,1.0,2160,1.23
Simple,sealed release,v1_simple_000314,hist_banco_base/simple/part_013_of_100/logs/v1_simple_000314_base.log,1,0.001,3600.0,OPTIMAL,72.84,83.14,0.0996,2.0,2160,72.84
Simple,sealed release,v1_simple_000414,hist_banco_base/simple/part_013_of_100/logs/v1_simple_000414_base.log,1,0.001,3600.0,OPTIMAL,9.36,13.82,0.0993,1.0,2160,9.36
Simple,sealed release,v1_simple_000015,hist_banco_base/simple/part_014_of_100/logs/v1_simple_000015_base.log,1,0.001,3600.0,OPTIMAL,2.52,2.81,0.0702,2.0,2160,2.52
Simple,sealed release,v1_simple_000115,hist_banco_base/simple/part_014_of_100/logs/v1_simple_000115_base.log,1,0.001,3600.0,OPTIMAL,18.73,19.55,0.0638,2.0,2160,18.73
Simple,sealed release,v1_simple_000215,hist_banco_base/simple/part_014_of_100/logs/v1_simple_000215_base.log,1,0.001,3600.0,OPTIMAL,19.69,27.34,0.0989,1.0,2160,19.69
Simple,sealed release,v1_simple_000315,hist_banco_base/simple/part_014_of_100/logs/v1_simple_000315_base.log,1,0.001,3600.0,OPTIMAL,36.83,40.15,0.0901,1.0,2160,36.83
Simple,sealed release,v1_simple_000415,hist_banco_base/simple/part_014_of_100/logs/v1_simple_000415_base.log,1,0.001,3600.0,OPTIMAL,173.41,185.42,0.0987,1.0,2160,173.41
Simple,sealed release,v1_simple_000016,hist_banco_base/simple/part_015_of_100/logs/v1_simple_000016_base.log,1,0.001,3600.0,OPTIMAL,0.98,1.18,0.0001,0.0,2160,0.98
Simple,sealed release,v1_simple_000116,hist_banco_base/simple/part_015_of_100/logs/v1_simple_000116_base.log,1,0.001,3600.0,OPTIMAL,0.9,1.02,0.0003,0.0,2160,0.9
Simple,sealed release,v1_simple_000216,hist_banco_base/simple/part_015_of_100/logs/v1_simple_000216_base.log,1,0.001,3600.0,OPTIMAL,23.56,27.15,0.0987,10.0,2160,23.56
Simple,sealed release,v1_simple_000316,hist_banco_base/simple/part_015_of_100/logs/v1_simple_000316_base.log,1,0.001,3600.0,OPTIMAL,56.14,67.86,0.0999,1.0,2160,56.14
Simple,sealed release,v1_simple_000416,hist_banco_base/simple/part_015_of_100/logs/v1_simple_000416_base.log,1,0.001,3600.0,OPTIMAL,1.2,1.53,0.0006,1.0,2160,1.2
Simple,sealed release,v1_simple_000017,hist_banco_base/simple/part_016_of_100/logs/v1_simple_000017_base.log,1,0.001,3600.0,OPTIMAL,7.56,9.42,0.0996,0.0,2160,7.56
Simple,sealed release,v1_simple_000117,hist_banco_base/simple/part_016_of_100/logs/v1_simple_000117_base.log,1,0.001,3600.0,OPTIMAL,3.47,3.94,0.0999,3.0,2160,3.47
Simple,sealed release,v1_simple_000217,hist_banco_base/simple/part_016_of_100/logs/v1_simple_000217_base.log,1,0.001,3600.0,OPTIMAL,31.57,34.38,0.0991,14.0,2160,31.57
Simple,sealed release,v1_simple_000317,hist_banco_base/simple/part_016_of_100/logs/v1_simple_000317_base.log,1,0.001,3600.0,OPTIMAL,1.28,1.56,0.0042,1.0,2160,1.28
Simple,sealed release,v1_simple_000417,hist_banco_base/simple/part_016_of_100/logs/v1_simple_000417_base.log,1,0.001,3600.0,OPTIMAL,1.48,1.77,0.0035,1.0,2160,1.48
Simple,sealed release,v1_simple_000018,hist_banco_base/simple/part_017_of_100/logs/v1_simple_000018_base.log,1,0.001,3600.0,OPTIMAL,1.21,1.56,0.0106,1.0,2160,1.21
Simple,sealed release,v1_simple_000118,hist_banco_base/simple/part_017_of_100/logs/v1_simple_000118_base.log,1,0.001,3600.0,OPTIMAL,7.68,8.76,0.0015,1.0,2160,7.68
Simple,sealed release,v1_simple_000218,hist_banco_base/simple/part_017_of_100/logs/v1_simple_000218_base.log,1,0.001,3600.0,OPTIMAL,4.46,4.47,0.0004,4.0,2160,4.46
Simple,sealed release,v1_simple_000318,hist_banco_base/simple/part_017_of_100/logs/v1_simple_000318_base.log,1,0.001,3600.0,OPTIMAL,19.92,22.87,0.0705,8.0,2160,19.92
Simple,sealed release,v1_simple_000418,hist_banco_base/simple/part_017_of_100/logs/v1_simple_000418_base.log,1,0.001,3600.0,OPTIMAL,15.37,16.7,0.0898,1.0,2160,15.37
Simple,sealed release,v1_simple_000019,hist_banco_base/simple/part_018_of_100/logs/v1_simple_000019_base.log,1,0.001,3600.0,OPTIMAL,38.61,53.57,0.0994,7.0,2160,38.61
Simple,sealed release,v1_simple_000119,hist_banco_base/simple/part_018_of_100/logs/v1_simple_000119_base.log,1,0.001,3600.0,OPTIMAL,188.5,230.99,0.0995,32.0,2160,188.5
Simple,sealed release,v1_simple_000219,hist_banco_base/simple/part_018_of_100/logs/v1_simple_000219_base.log,1,0.001,3600.0,OPTIMAL,78.49,98.05,0.0995,8.0,2160,78.49
Simple,sealed release,v1_simple_000319,hist_banco_base/simple/part_018_of_100/logs/v1_simple_000319_base.log,1,0.001,3600.0,OPTIMAL,59.59,75.5,0.0881,59.0,2160,59.59
Simple,sealed release,v1_simple_000419,hist_banco_base/simple/part_018_of_100/logs/v1_simple_000419_base.log,1,0.001,3600.0,OPTIMAL,1.13,1.15,0.0436,1.0,2160,1.13
Simple,sealed release,v1_simple_000020,hist_banco_base/simple/part_019_of_100/logs/v1_simple_000020_base.log,1,0.001,3600.0,OPTIMAL,57.23,71.74,0.046,1.0,2160,57.23
Simple,sealed release,v1_simple_000120,hist_banco_base/simple/part_019_of_100/logs/v1_simple_000120_base.log,1,0.001,3600.0,OPTIMAL,118.76,137.98,0.0983,7.0,2160,118.76
Simple,sealed release,v1_simple_000220,hist_banco_base/simple/part_019_of_100/logs/v1_simple_000220_base.log,1,0.001,3600.0,OPTIMAL,520.36,564.49,0.0997,2.0,2160,520.36
Simple,sealed release,v1_simple_000320,hist_banco_base/simple/part_019_of_100/logs/v1_simple_000320_base.log,1,0.001,3600.0,OPTIMAL,336.95,354.27,0.0,32.0,2160,336.95
Simple,sealed release,v1_simple_000420,hist_banco_base/simple/part_019_of_100/logs/v1_simple_000420_base.log,1,0.001,3600.0,OPTIMAL,1.73,1.89,0.0148,1.0,2160,1.73
Simple,sealed release,v1_simple_000021,hist_banco_base/simple/part_020_of_100/logs/v1_simple_000021_base.log,1,0.001,3600.0,OPTIMAL,1.23,1.45,0.0135,1.0,2160,1.23
Simple,sealed release,v1_simple_000121,hist_banco_base/simple/part_020_of_100/logs/v1_simple_000121_base.log,1,0.001,3600.0,OPTIMAL,166.39,193.52,0.0994,9.0,2160,166.39
Simple,sealed release,v1_simple_000221,hist_banco_base/simple/part_020_of_100/logs/v1_simple_000221_base.log,1,0.001,3600.0,OPTIMAL,4.3,4.62,0.0052,1.0,2160,4.3
Simple,sealed release,v1_simple_000321,hist_banco_base/simple/part_020_of_100/logs/v1_simple_000321_base.log,1,0.001,3600.0,OPTIMAL,0.38,0.42,0.0,0.38,2160,0.38
Simple,sealed release,v1_simple_000421,hist_banco_base/simple/part_020_of_100/logs/v1_simple_000421_base.log,1,0.001,3600.0,OPTIMAL,9.74,12.54,0.0108,9.0,2160,9.74
Simple,sealed release,v1_simple_000022,hist_banco_base/simple/part_021_of_100/logs/v1_simple_000022_base.log,1,0.001,3600.0,OPTIMAL,2.41,2.87,0.0262,2.0,2160,2.41
Simple,sealed release,v1_simple_000122,hist_banco_base/simple/part_021_of_100/logs/v1_simple_000122_base.log,1,0.001,3600.0,OPTIMAL,1.37,1.74,0.0135,1.0,2160,1.37
Simple,sealed release,v1_simple_000222,hist_banco_base/simple/part_021_of_100/logs/v1_simple_000222_base.log,1,0.001,3600.0,OPTIMAL,5.19,5.81,0.0479,1.0,2160,5.19
Simple,sealed release,v1_simple_000322,hist_banco_base/simple/part_021_of_100/logs/v1_simple_000322_base.log,1,0.001,3600.0,OPTIMAL,1.9,2.35,0.0174,1.0,2160,1.9
Simple,sealed release,v1_simple_000422,hist_banco_base/simple/part_021_of_100/logs/v1_simple_000422_base.log,1,0.001,3600.0,OPTIMAL,25.28,31.3,0.0595,9.0,2160,25.28
Simple,sealed release,v1_simple_000023,hist_banco_base/simple/part_022_of_100/logs/v1_simple_000023_base.log,1,0.001,3600.0,OPTIMAL,8.2,7.99,0.085,8.0,2160,8.2
Simple,sealed release,v1_simple_000123,hist_banco_base/simple/part_022_of_100/logs/v1_simple_000123_base.log,1,0.001,3600.0,OPTIMAL,8.18,9.16,0.0969,1.0,2160,8.18
Simple,sealed release,v1_simple_000223,hist_banco_base/simple/part_022_of_100/logs/v1_simple_000223_base.log,1,0.001,3600.0,OPTIMAL,39.17,50.96,0.0371,2.0,2160,39.17
Simple,sealed release,v1_simple_000323,hist_banco_base/simple/part_022_of_100/logs/v1_simple_000323_base.log,1,0.001,3600.0,OPTIMAL,1.45,1.75,0.0696,1.0,2160,1.45
Simple,sealed release,v1_simple_000423,hist_banco_base/simple/part_022_of_100/logs/v1_simple_000423_base.log,1,0.001,3600.0,OPTIMAL,23.83,27.7,0.0197,2.0,2160,23.83
Simple,sealed release,v1_simple_000024,hist_banco_base/simple/part_023_of_100/logs/v1_simple_000024_base.log,1,0.001,3600.0,OPTIMAL,0.29,0.3,0.0,0.29,2160,0.29
Simple,sealed release,v1_simple_000124,hist_banco_base/simple/part_023_of_100/logs/v1_simple_000124_base.log,1,0.001,3600.0,OPTIMAL,12.11,13.21,0.0348,1.0,2160,12.11
Simple,sealed release,v1_simple_000224,hist_banco_base/simple/part_023_of_100/logs/v1_simple_000224_base.log,1,0.001,3600.0,OPTIMAL,0.92,1.08,0.0,0.0,2160,0.92
Simple,sealed release,v1_simple_000324,hist_banco_base/simple/part_023_of_100/logs/v1_simple_000324_base.log,1,0.001,3600.0,OPTIMAL,1.38,1.66,0.0101,1.0,2160,1.38
Simple,sealed release,v1_simple_000424,hist_banco_base/simple/part_023_of_100/logs/v1_simple_000424_base.log,1,0.001,3600.0,OPTIMAL,2.08,2.35,0.0044,2.0,2160,2.08
Simple,sealed release,v1_simple_000025,hist_banco_base/simple/part_024_of_100/logs/v1_simple_000025_base.log,1,0.001,3600.0,OPTIMAL,0.92,1.12,0.0002,0.0,2160,0.92
Simple,sealed release,v1_simple_000125,hist_banco_base/simple/part_024_of_100/logs/v1_simple_000125_base.log,1,0.001,3600.0,OPTIMAL,2.28,2.63,0.0138,2.0,2160,2.28
Simple,sealed release,v1_simple_000225,hist_banco_base/simple/part_024_of_100/logs/v1_simple_000225_base.log,1,0.001,3600.0,OPTIMAL,16.58,19.08,0.0976,12.0,2160,16.58
Simple,sealed release,v1_simple_000325,hist_banco_base/simple/part_024_of_100/logs/v1_simple_000325_base.log,1,0.001,3600.0,OPTIMAL,2.7,3.33,0.0034,2.0,2160,2.7
Simple,sealed release,v1_simple_000425,hist_banco_base/simple/part_024_of_100/logs/v1_simple_000425_base.log,1,0.001,3600.0,OPTIMAL,194.35,231.1,0.0598,36.0,2160,194.35
Simple,sealed release,v1_simple_000026,hist_banco_base/simple/part_025_of_100/logs/v1_simple_000026_base.log,1,0.001,3600.0,OPTIMAL,1.15,1.55,0.0046,1.0,2160,1.15
Simple,sealed release,v1_simple_000126,hist_banco_base/simple/part_025_of_100/logs/v1_simple_000126_base.log,1,0.001,3600.0,OPTIMAL,2.19,2.59,0.0193,2.0,2160,2.19
Simple,sealed release,v1_simple_000226,hist_banco_base/simple/part_025_of_100/logs/v1_simple_000226_base.log,1,0.001,3600.0,OPTIMAL,15.18,16.28,0.0368,2.0,2160,15.18
Simple,sealed release,v1_simple_000326,hist_banco_base/simple/part_025_of_100/logs/v1_simple_000326_base.log,1,0.001,3600.0,OPTIMAL,1.64,1.93,0.0189,1.0,2160,1.64
Simple,sealed release,v1_simple_000426,hist_banco_base/simple/part_025_of_100/logs/v1_simple_000426_base.log,1,0.001,3600.0,OPTIMAL,138.75,166.84,0.0958,2.0,2160,138.75
Simple,sealed release,v1_simple_000027,hist_banco_base/simple/part_026_of_100/logs/v1_simple_000027_base.log,1,0.001,3600.0,OPTIMAL,10.6,10.65,0.0979,1.0,2160,10.6
Simple,sealed release,v1_simple_000127,hist_banco_base/simple/part_026_of_100/logs/v1_simple_000127_base.log,1,0.001,3600.0,OPTIMAL,26.51,28.33,0.0782,1.0,2160,26.51
Simple,sealed release,v1_simple_000227,hist_banco_base/simple/part_026_of_100/logs/v1_simple_000227_base.log,1,0.001,3600.0,OPTIMAL,9.57,10.5,0.0281,9.0,2160,9.57
Simple,sealed release,v1_simple_000327,hist_banco_base/simple/part_026_of_100/logs/v1_simple_000327_base.log,1,0.001,3600.0,OPTIMAL,1.21,1.31,0.0054,1.0,2160,1.21
Simple,sealed release,v1_simple_000427,hist_banco_base/simple/part_026_of_100/logs/v1_simple_000427_base.log,1,0.001,3600.0,OPTIMAL,1.66,1.9,0.0413,1.0,2160,1.66
Simple,sealed release,v1_simple_000028,hist_banco_base/simple/part_027_of_100/logs/v1_simple_000028_base.log,1,0.001,3600.0,OPTIMAL,1.91,2.15,0.071,1.0,2160,1.91
Simple,sealed release,v1_simple_000128,hist_banco_base/simple/part_027_of_100/logs/v1_simple_000128_base.log,1,0.001,3600.0,OPTIMAL,1.44,1.56,0.0074,1.0,2160,1.44
Simple,sealed release,v1_simple_000228,hist_banco_base/simple/part_027_of_100/logs/v1_simple_000228_base.log,1,0.001,3600.0,OPTIMAL,1.19,1.32,0.0035,1.0,2160,1.19
Simple,sealed release,v1_simple_000328,hist_banco_base/simple/part_027_of_100/logs/v1_simple_000328_base.log,1,0.001,3600.0,OPTIMAL,88.89,104.75,0.0988,1.0,2160,88.89
Simple,sealed release,v1_simple_000428,hist_banco_base/simple/part_027_of_100/logs/v1_simple_000428_base.log,1,0.001,3600.0,OPTIMAL,12.46,14.36,0.0467,12.0,2160,12.46
Simple,sealed release,v1_simple_000029,hist_banco_base/simple/part_028_of_100/logs/v1_simple_000029_base.log,1,0.001,3600.0,OPTIMAL,37.97,49.89,0.0986,12.0,2160,37.97
Simple,sealed release,v1_simple_000129,hist_banco_base/simple/part_028_of_100/logs/v1_simple_000129_base.log,1,0.001,3600.0,OPTIMAL,85.33,97.64,0.0971,12.0,2160,85.33
Simple,sealed release,v1_simple_000229,hist_banco_base/simple/part_028_of_100/logs/v1_simple_000229_base.log,1,0.001,3600.0,OPTIMAL,1.05,1.13,0.0447,1.0,2160,1.05
Simple,sealed release,v1_simple_000329,hist_banco_base/simple/part_028_of_100/logs/v1_simple_000329_base.log,1,0.001,3600.0,OPTIMAL,2.45,2.92,0.0082,2.0,2160,2.45
Simple,sealed release,v1_simple_000429,hist_banco_base/simple/part_028_of_100/logs/v1_simple_000429_base.log,1,0.001,3600.0,OPTIMAL,8.3,7.78,0.0454,8.0,2160,8.3
