class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
sgtm,instance010.txt,Base,10080,3691,6389,0.0,0.0,1.0,1.0,22679,2.720237151687735e+20,2.720237151687735e+20,2.720237151687735e+20,1.0,6.451241951251505e-14,898ef6d71385028fdc8b364da56f7a57f9f48a189633ae13ae70ede2927d8acf,415581029ce4e890bd7614a13b9e4aa2077cf23557b725d2933cce41c93899bc
sgtm,instance010.txt,Flat-GM,10080,3691,6389,1.2348237330750201e-16,0.0,9.259889569294165e-06,40.95569615711974,22679,3319696940423.278,3319696940423.278,3319696940423.278,1.0,1.9295933494288723e-14,a16baaa9585a5cf035625df998eddc15cc14ccd673cd92829c480912e9e2eb0d,f9e8f0d0cc3011c087d4edbacf095852a83527afb6f7dd42359a34ff897f5ba4
sgtm,instance010.txt,Flat-L2,10080,3691,6389,0.0,0.0,0.00019641854275172078,1.0,22679,5.483675465319077e+20,5.483675465319077e+20,5.483675465319077e+20,1.0,2.6744735209133464e-14,5d8f65dc6fbf6cf72b580f4fed57ddc46c5e4334ceb2ebc8e578ac995184fcbd,e0f8ce5a63e6afbdb87703a60e59c55ed2a3e90591e740037a6dbe93c1a14d63
sgtm,instance010.txt,Role-Hybrid,10080,3691,6389,1.2348237330750201e-16,0.0,9.259889569294165e-06,40.95569615711974,22679,3319696940423.278,3319696940423.278,3319696940423.278,1.0,1.8703149203219735e-14,c556f5081ee2ccc991443ba1095f9ed7e845c37e0d939a66ed36b79567f6d61f,8beece80a2c603e158bbf4e44706544bebe86318e7bff5e24543df5df4204235
sgtm,instance010.txt,SA-Mat,10080,3691,6389,1.2348237330750201e-16,0.0,9.259889569294165e-06,40.95569615711974,22679,3319696940423.278,3319696940423.278,3319696940423.278,1.0,1.8703149203219735e-14,c556f5081ee2ccc991443ba1095f9ed7e845c37e0d939a66ed36b79567f6d61f,8beece80a2c603e158bbf4e44706544bebe86318e7bff5e24543df5df4204235
