instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
mixed_S3_seed20260909,Base,20260909,mixed,3,block_heterogeneous,lp-export,43,38,8,6.01201e+10,6.01201e+10,2.17861,2.17861,0,0,0.000568682,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260909,SA-Mat,20260909,mixed,3,block_heterogeneous,lp-export,43,38,8,6.01201e+10,5.5812e+06,2.17861,0.214791,0.000151577,0,0.00059493,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260909,Flat-GM,20260909,mixed,3,block_heterogeneous,lp-export,43,38,8,6.01201e+10,1.08451e+06,2.17861,0,6.765e-05,0,0.000471814,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260909,Flat-L2,20260909,mixed,3,block_heterogeneous,lp-export,43,38,8,6.01201e+10,3.61372e+06,2.17861,0,6.2748e-05,0,0.00046804,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260909,Role-Hybrid,20260909,mixed,3,block_heterogeneous,lp-export,43,38,8,6.01201e+10,5.5812e+06,2.17861,0.272982,0.000141953,0,0.000576302,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260909,SA-Mat-permB,20260909,mixed,3,block_heterogeneous,lp-export,43,38,8,6.01201e+10,5.5812e+06,2.17861,0.214791,0.000157086,0,0.000598793,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260910,Base,20260910,mixed,3,block_heterogeneous,lp-export,43,38,8,1.53014e+11,1.53014e+11,2.9323,2.9323,0,0,0.000493044,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260910,SA-Mat,20260910,mixed,3,block_heterogeneous,lp-export,43,38,8,1.53014e+11,3.70501e+06,2.9323,0.293322,0.000154558,0,0.000605252,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260910,Flat-GM,20260910,mixed,3,block_heterogeneous,lp-export,43,38,8,1.53014e+11,1.3332e+06,2.9323,0,7.1636e-05,0,0.000476056,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260910,Flat-L2,20260910,mixed,3,block_heterogeneous,lp-export,43,38,8,1.53014e+11,3.26599e+06,2.9323,0,6.6183e-05,0,0.000484077,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260910,Role-Hybrid,20260910,mixed,3,block_heterogeneous,lp-export,43,38,8,1.53014e+11,3.70458e+06,2.9323,0.293322,0.0001534,0,0.000587851,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260910,SA-Mat-permB,20260910,mixed,3,block_heterogeneous,lp-export,43,38,8,1.53014e+11,3.70501e+06,2.9323,0.293322,0.000158931,0,0.000587983,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260911,Base,20260911,mixed,3,block_heterogeneous,lp-export,43,38,8,6.28486e+09,6.28486e+09,9.642,9.642,0,0,0.000416407,NA,NA,NA,NA,NA,NA
mixed_S3_seed20260911,SA-Mat,20260911,mixed,3,block_heterogeneous,lp-export,43,38,8,6.28486e+09,2.10653e+06,9.642,0.206419,0.000149949,0,0.000581368,NA,NA,NA,NA,NA,NA
