instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
coupling_S3_seed20260909,Base,20260909,coupling,3,block_heterogeneous,lp-export,43,38,8,2.48537e+07,2.48537e+07,5.93683,5.93683,0,0,0.000531359,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260909,SA-Mat,20260909,coupling,3,block_heterogeneous,lp-export,43,38,8,2.48537e+07,42455.3,5.93683,0.218055,6.0077e-05,0,0.000388649,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260909,Flat-GM,20260909,coupling,3,block_heterogeneous,lp-export,43,38,8,2.48537e+07,11216.8,5.93683,0,3.2717e-05,0,0.000347298,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260909,Flat-L2,20260909,coupling,3,block_heterogeneous,lp-export,43,38,8,2.48537e+07,16069.4,5.93683,0,2.4242e-05,0,0.000319314,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260909,Role-Hybrid,20260909,coupling,3,block_heterogeneous,lp-export,43,38,8,2.48537e+07,42455.3,5.93683,0.218055,4.1773e-05,0,0.000355606,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260909,SA-Mat-permB,20260909,coupling,3,block_heterogeneous,lp-export,43,38,8,2.48537e+07,42455.3,5.93683,0.218055,4.8972e-05,0,0.000356112,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260910,Base,20260910,coupling,3,block_heterogeneous,lp-export,43,38,8,868737,868737,12.9397,12.9397,0,0,0.000311002,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260910,SA-Mat,20260910,coupling,3,block_heterogeneous,lp-export,43,38,8,868737,39533.8,12.9397,0.224898,4.2063e-05,0,0.0190686,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260910,Flat-GM,20260910,coupling,3,block_heterogeneous,lp-export,43,38,8,868737,10414.2,12.9397,0,7.0348e-05,0,0.000833856,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260910,Flat-L2,20260910,coupling,3,block_heterogeneous,lp-export,43,38,8,868737,15724,12.9397,0,5.5852e-05,0,0.000778226,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260910,Role-Hybrid,20260910,coupling,3,block_heterogeneous,lp-export,43,38,8,868737,39533.8,12.9397,0.224898,0.000109316,0,0.000780685,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260910,SA-Mat-permB,20260910,coupling,3,block_heterogeneous,lp-export,43,38,8,868737,39533.8,12.9397,0.224898,9.7483e-05,0,0.000736516,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260911,Base,20260911,coupling,3,block_heterogeneous,lp-export,43,38,8,301651,301651,7.37833,7.37833,0,0,0.000596737,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260911,SA-Mat,20260911,coupling,3,block_heterogeneous,lp-export,43,38,8,301651,89102.1,7.37833,0.214363,7.4046e-05,0,0.000632651,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260911,Flat-GM,20260911,coupling,3,block_heterogeneous,lp-export,43,38,8,301651,19299.7,7.37833,0,4.2398e-05,0,0.000566144,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260911,Flat-L2,20260911,coupling,3,block_heterogeneous,lp-export,43,38,8,301651,27126.2,7.37833,0,4.0261e-05,0,0.000538649,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260911,Role-Hybrid,20260911,coupling,3,block_heterogeneous,lp-export,43,38,8,301651,89102.1,7.37833,0.214363,6.3219e-05,0,0.000743939,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260911,SA-Mat-permB,20260911,coupling,3,block_heterogeneous,lp-export,43,38,8,301651,89102.1,7.37833,0.214363,5.764e-05,0,0.000406602,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260912,Base,20260912,coupling,3,block_heterogeneous,lp-export,43,38,8,2.16247e+06,2.16247e+06,63.0819,63.0819,0,0,0.000295152,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260912,SA-Mat,20260912,coupling,3,block_heterogeneous,lp-export,43,38,8,2.16247e+06,69385.1,63.0819,0.22016,3.7395e-05,0,0.000314017,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260912,Flat-GM,20260912,coupling,3,block_heterogeneous,lp-export,43,38,8,2.16247e+06,14168.2,63.0819,0,2.2323e-05,0,0.000295213,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260912,Flat-L2,20260912,coupling,3,block_heterogeneous,lp-export,43,38,8,2.16247e+06,22519,63.0819,0,1.9674e-05,0,0.00029335,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260912,Role-Hybrid,20260912,coupling,3,block_heterogeneous,lp-export,43,38,8,2.16247e+06,69385.1,63.0819,0.22016,3.5569e-05,0,0.000309719,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260912,SA-Mat-permB,20260912,coupling,3,block_heterogeneous,lp-export,43,38,8,2.16247e+06,69385.1,63.0819,0.22016,4.4312e-05,0,0.000329514,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260913,Base,20260913,coupling,3,block_heterogeneous,lp-export,43,38,8,162838,162838,0.104011,0.104011,0,0,0.00031085,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260913,SA-Mat,20260913,coupling,3,block_heterogeneous,lp-export,43,38,8,162838,25752.8,0.104011,0.377877,3.9356e-05,0,0.000353866,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260913,Flat-GM,20260913,coupling,3,block_heterogeneous,lp-export,43,38,8,162838,10829.4,0.104011,0,2.0183e-05,0,0.000323002,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260913,Flat-L2,20260913,coupling,3,block_heterogeneous,lp-export,43,38,8,162838,11525.7,0.104011,0,2.0042e-05,0,0.000326013,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260913,Role-Hybrid,20260913,coupling,3,block_heterogeneous,lp-export,43,38,8,162838,25752.8,0.104011,0.377877,3.7306e-05,0,0.000349913,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260913,SA-Mat-permB,20260913,coupling,3,block_heterogeneous,lp-export,43,38,8,162838,25752.8,0.104011,0.377877,7.5741e-05,0,0.00060735,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260914,Base,20260914,coupling,3,block_heterogeneous,lp-export,43,38,8,6.75272e+06,6.75272e+06,64.3063,64.3063,0,0,0.000389498,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260914,SA-Mat,20260914,coupling,3,block_heterogeneous,lp-export,43,38,8,6.75272e+06,55826.7,64.3063,0.223449,5.1149e-05,0,0.000410185,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260914,Flat-GM,20260914,coupling,3,block_heterogeneous,lp-export,43,38,8,6.75272e+06,19214.9,64.3063,0,2.9319e-05,0,0.000384458,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260914,Flat-L2,20260914,coupling,3,block_heterogeneous,lp-export,43,38,8,6.75272e+06,24163.4,64.3063,0,2.4319e-05,0,0.000358377,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260914,Role-Hybrid,20260914,coupling,3,block_heterogeneous,lp-export,43,38,8,6.75272e+06,55826.7,64.3063,0.223449,4.282e-05,0,0.000389605,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260914,SA-Mat-permB,20260914,coupling,3,block_heterogeneous,lp-export,43,38,8,6.75272e+06,55826.7,64.3063,0.223449,5.2305e-05,0,0.000379305,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260915,Base,20260915,coupling,3,block_heterogeneous,lp-export,43,38,8,1.14766e+09,1.14766e+09,149.703,149.703,0,0,0.000336783,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260915,SA-Mat,20260915,coupling,3,block_heterogeneous,lp-export,43,38,8,1.14766e+09,46664.1,149.703,0.293307,4.4484e-05,0,0.000378742,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260915,Flat-GM,20260915,coupling,3,block_heterogeneous,lp-export,43,38,8,1.14766e+09,13020.3,149.703,0,2.4417e-05,0,0.0003472,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260915,Flat-L2,20260915,coupling,3,block_heterogeneous,lp-export,43,38,8,1.14766e+09,21271.7,149.703,0,2.2231e-05,0,0.000337799,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260915,Role-Hybrid,20260915,coupling,3,block_heterogeneous,lp-export,43,38,8,1.14766e+09,46664.1,149.703,0.293307,4.3928e-05,0,0.00037907,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260915,SA-Mat-permB,20260915,coupling,3,block_heterogeneous,lp-export,43,38,8,1.14766e+09,46664.1,149.703,0.293307,5.1952e-05,0,0.000380177,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260916,Base,20260916,coupling,3,block_heterogeneous,lp-export,43,38,8,6.07966e+06,6.07966e+06,138.1,138.1,0,0,0.000343883,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260916,SA-Mat,20260916,coupling,3,block_heterogeneous,lp-export,43,38,8,6.07966e+06,33159.1,138.1,0.207511,4.2468e-05,0,0.000373365,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260916,Flat-GM,20260916,coupling,3,block_heterogeneous,lp-export,43,38,8,6.07966e+06,6161.53,138.1,0,2.3745e-05,0,0.000342468,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260916,Flat-L2,20260916,coupling,3,block_heterogeneous,lp-export,43,38,8,6.07966e+06,12331.3,138.1,0,2.2346e-05,0,0.000348285,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260916,Role-Hybrid,20260916,coupling,3,block_heterogeneous,lp-export,43,38,8,6.07966e+06,33159.1,138.1,0.207511,4.1392e-05,0,0.000370543,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260916,SA-Mat-permB,20260916,coupling,3,block_heterogeneous,lp-export,43,38,8,6.07966e+06,33159.1,138.1,0.207511,5.0353e-05,0,0.000374183,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260917,Base,20260917,coupling,3,block_heterogeneous,lp-export,43,38,8,4.09711e+08,4.09711e+08,44.1438,44.1438,0,0,0.000332838,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260917,SA-Mat,20260917,coupling,3,block_heterogeneous,lp-export,43,38,8,4.09711e+08,66514.9,44.1438,0.201334,4.2572e-05,0,0.00036373,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260917,Flat-GM,20260917,coupling,3,block_heterogeneous,lp-export,43,38,8,4.09711e+08,6892.05,44.1438,0,2.2972e-05,0,0.000319189,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260917,Flat-L2,20260917,coupling,3,block_heterogeneous,lp-export,43,38,8,4.09711e+08,20261.7,44.1438,0,2.1642e-05,0,0.000324844,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260917,Role-Hybrid,20260917,coupling,3,block_heterogeneous,lp-export,43,38,8,4.09711e+08,66514.9,44.1438,0.201334,4.1279e-05,0,0.00033284,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260917,SA-Mat-permB,20260917,coupling,3,block_heterogeneous,lp-export,43,38,8,4.09711e+08,66514.9,44.1438,0.201334,4.3686e-05,0,0.00033409,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260918,Base,20260918,coupling,3,block_heterogeneous,lp-export,43,38,8,2.9756e+07,2.9756e+07,99.5886,99.5886,0,0,0.000305735,NA,NA,NA,NA,NA,NA
coupling_S3_seed20260918,SA-Mat,20260918,coupling,3,block_heterogeneous,lp-export,43,38,8,2.9756e+07,42163.6,99.5886,0.231816,3.7022e-05,0,0.000309295,NA,NA,NA,NA,NA,NA
