cell,instance,variant,status_solver,completed,solver_seconds,par10_seconds,work_recorded,work_native_log,work_native_resolution,work_rounding_mismatch,nodes,max_absolute_row_residual,max_rhs_normalized_residual,max_activity_normalized_residual,verification_available,absolute_1e6_pass,activity_1e8_pass,activity_1e6_pass,log
gurobi_sgtm_1pct,instance042.txt,role_hybrid,OPTIMAL,True,0.3277789,0.3277789,0.0,0.33,0.01,True,1.0,5.66244125366211e-07,3.69482222595252e-13,1.72333126210472e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance042_role_hybrid.log
gurobi_sgtm_1pct,instance046.txt,base,OPTIMAL,True,64.428556125,64.428556125,64.496278,64.5,0.01,False,43429.0,2.36555933952332e-07,2.27373675443232e-13,1.01243135924367e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance046_base.log
gurobi_sgtm_1pct,instance046.txt,matricial_plano,OPTIMAL,True,19.18990603,19.18990603,15.0,14.8,0.01,True,2967.0,6.50063157081604e-07,2.70006239588838e-13,2.24484655528603e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance046_matricial_plano.log
gurobi_sgtm_1pct,instance046.txt,matricial_plano_l2,OPTIMAL,True,34.457466793,34.457466793,32.0,31.65,0.01,True,32406.0,4.91738319396973e-07,3.69482222595252e-13,2.59717768552693e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance046_matricial_plano_l2.log
gurobi_sgtm_1pct,instance046.txt,role_hybrid,OPTIMAL,True,16.886887862,16.886887862,14.0,13.58,0.01,True,2770.0,6.50063157081604e-07,2.70006239588838e-13,1.85165224176237e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance046_role_hybrid.log
gurobi_sgtm_1pct,instance051.txt,base,OPTIMAL,True,38.325365044,38.325365044,35.210832,35.21,0.01,False,14148.0,5.58793544769287e-08,4.9737991503207e-13,1.9353189118549e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance051_base.log
gurobi_sgtm_1pct,instance051.txt,matricial_plano,OPTIMAL,True,39.918029115,39.918029115,35.0,35.25,0.01,True,10758.0,1.19209289550781e-07,5.54223333892878e-13,4.74206962113828e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance051_matricial_plano.log
gurobi_sgtm_1pct,instance051.txt,matricial_plano_l2,OPTIMAL,True,38.749635613,38.749635613,37.0,36.97,0.01,True,11614.0,1.19209289550781e-07,6.53699316899292e-13,1.62872079889156e-14,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance051_matricial_plano_l2.log
gurobi_sgtm_1pct,instance051.txt,role_hybrid,OPTIMAL,True,47.097528664,47.097528664,43.0,42.6,0.01,True,15568.0,1.67638063430786e-07,1.2732954592612e-11,1.2732954592612e-11,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance051_role_hybrid.log
gurobi_sgtm_1pct,instance058.txt,base,OPTIMAL,True,55.869114211,55.869114211,64.236487,64.24,0.01,False,24443.0,2.38418579101562e-07,1.36424205265939e-11,4.26003623995987e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance058_base.log
gurobi_sgtm_1pct,instance058.txt,matricial_plano,OPTIMAL,True,73.292156806,73.292156806,87.0,87.04,0.01,True,39862.0,4.76837158203125e-07,2.74447131687339e-13,2.21779307760259e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance058_matricial_plano.log
gurobi_sgtm_1pct,instance058.txt,matricial_plano_l2,OPTIMAL,True,44.087360706,44.087360706,47.0,47.14,0.01,True,16838.0,4.76837158203125e-07,1.45519152283669e-11,4.54403865595719e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance058_matricial_plano_l2.log
gurobi_sgtm_1pct,instance058.txt,role_hybrid,OPTIMAL,True,68.982052093,68.982052093,83.0,82.59,0.01,True,34757.0,4.76837158203125e-07,2.74447131687339e-13,2.21779307760259e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance058_role_hybrid.log
gurobi_sgtm_1pct,instance068.txt,base,OPTIMAL,True,3.455981184,3.455981184,2.928589,2.93,0.01,False,2842.0,2.30967998504639e-07,1.77813319623965e-12,1.010765706232e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance068_base.log
gurobi_sgtm_1pct,instance068.txt,matricial_plano,OPTIMAL,True,2.920952761,2.920952761,2.0,2.1,0.01,True,1315.0,5.62518835067749e-07,5.53335155473178e-13,7.76539470207177e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance068_matricial_plano.log
gurobi_sgtm_1pct,instance068.txt,matricial_plano_l2,OPTIMAL,True,2.486906709,2.486906709,2.0,1.99,0.01,True,2102.0,6.40749931335449e-07,1.785993575254e-11,9.17776760151086e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance068_matricial_plano_l2.log
gurobi_sgtm_1pct,instance068.txt,role_hybrid,OPTIMAL,True,3.971949731,3.971949731,3.0,3.12,0.01,True,2562.0,6.25848770141602e-07,2.60236276972137e-13,1.42266773167728e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance068_role_hybrid.log
gurobi_sgtm_1pct,instance072.txt,base,OPTIMAL,True,43.408380504,43.408380504,45.542528,45.54,0.01,False,12963.0,1.19209289550781e-07,3.12638803734444e-13,3.93562622107093e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance072_base.log
gurobi_sgtm_1pct,instance072.txt,matricial_plano,OPTIMAL,True,42.228843693,42.228843693,41.0,40.59,0.01,True,14376.0,2.83122062683105e-07,2.79101186606567e-11,9.64491709259337e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance072_matricial_plano.log
gurobi_sgtm_1pct,instance072.txt,matricial_plano_l2,OPTIMAL,True,43.004815571,43.004815571,45.0,44.95,0.01,True,9796.0,3.04542481899261e-07,5.11590769747272e-13,2.22470794185923e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance072_matricial_plano_l2.log
gurobi_sgtm_1pct,instance072.txt,role_hybrid,OPTIMAL,True,39.823710844,39.823710844,44.0,43.81,0.01,True,20654.0,2.98023223876953e-07,6.53699316899292e-12,2.04522171458757e-15,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance072_role_hybrid.log
gurobi_sgtm_1pct,instance077.txt,base,OPTIMAL,True,1418.655734865,1418.655734865,1401.938034,1401.94,0.01,False,1020576.0,1.19209289550781e-07,2.55795384873636e-13,1.13028513645363e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance077_base.log
gurobi_sgtm_1pct,instance077.txt,matricial_plano,TIME_LIMIT,False,1800.083851791,18000.0,1696.0,1696.08,0.01,True,1497455.0,5.7220458984375e-06,1.67865721323324e-11,1.74751695604419e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance077_matricial_plano.log
gurobi_sgtm_1pct,instance077.txt,matricial_plano_l2,TIME_LIMIT,False,1800.075171113,18000.0,1729.0,1729.39,0.01,True,1501448.0,0.00100316293537617,5.81218753126223e-08,4.42056381795001e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance077_matricial_plano_l2.log
gurobi_sgtm_1pct,instance077.txt,role_hybrid,TIME_LIMIT,False,1800.089674366,18000.0,1607.0,1607.13,0.01,True,2043833.0,1.9073486328125e-06,2.23820961764432e-13,5.29933833330097e-16,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance077_role_hybrid.log
gurobi_sgtm_1pct,instance081.txt,base,OPTIMAL,True,3.319823539,3.319823539,2.765307,2.77,0.01,False,2281.0,2.38418579101562e-07,9.93591715570119e-08,8.14419439058229e-11,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance081_base.log
gurobi_sgtm_1pct,instance081.txt,matricial_plano,OPTIMAL,True,3.310509286,3.310509286,3.0,2.68,0.01,True,2687.0,6.70552253723145e-07,2.75335310107039e-13,1.79827196427424e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance081_matricial_plano.log
gurobi_sgtm_1pct,instance081.txt,matricial_plano_l2,OPTIMAL,True,3.209956408,3.209956408,3.0,2.68,0.01,True,2836.0,7.26431608200073e-07,2.76667577736589e-13,6.98913178212469e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance081_matricial_plano_l2.log
gurobi_sgtm_1pct,instance081.txt,role_hybrid,OPTIMAL,True,2.561094781,2.561094781,2.0,2.03,0.01,True,705.0,6.74277544021606e-07,2.92210700081341e-13,3.39186242532249e-14,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance081_role_hybrid.log
gurobi_sgtm_1pct,instance092.txt,base,OPTIMAL,True,41.686457373,41.686457373,46.326389,46.33,0.01,False,27077.0,1.15483999252319e-07,2.35900188272353e-11,1.24853126622139e-14,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance092_base.log
gurobi_sgtm_1pct,instance092.txt,matricial_plano,OPTIMAL,True,49.963237053,49.963237053,53.0,52.89,0.01,True,16380.0,2.86847352981567e-07,5.30917532159947e-11,1.6723309875365e-14,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance092_matricial_plano.log
gurobi_sgtm_1pct,instance092.txt,matricial_plano_l2,OPTIMAL,True,45.504493016,45.504493016,47.0,47.2,0.01,True,20076.0,1.43051147460938e-06,5.28075361216906e-11,2.57124944148916e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance092_matricial_plano_l2.log
gurobi_sgtm_1pct,instance092.txt,role_hybrid,OPTIMAL,True,64.674054308,64.674054308,72.0,71.59,0.01,True,20877.0,1.66893005371094e-06,2.34763319895137e-11,1.30053727140567e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_sgtm_1pct/logs/instance092_role_hybrid.log
gurobi_simple_01pct,caso01a.txt,base,OPTIMAL,True,1.690623025,1.690623025,1.682545,1.68,0.01,False,1.0,2.58907675743103e-07,2.58907675743103e-07,5.03259119615214e-10,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso01a_base.log
gurobi_simple_01pct,caso01a.txt,matricial_plano,OPTIMAL,True,1.704697927,1.704697927,2.0,1.79,0.01,True,1.0,2.62260437011719e-06,1.828708263929e-06,5.94168090359495e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso01a_matricial_plano.log
gurobi_simple_01pct,caso01a.txt,matricial_plano_l2,OPTIMAL,True,10.138263565,10.138263565,12.0,12.15,0.01,True,1234.0,9.27448272705078e-05,9.27448272705078e-05,1.86566085840802e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso01a_matricial_plano_l2.log
gurobi_simple_01pct,caso01a.txt,role_hybrid,OPTIMAL,True,1.706055471,1.706055471,2.0,1.79,0.01,True,1.0,2.62260437011719e-06,1.828708263929e-06,5.94168090359495e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso01a_role_hybrid.log
gurobi_simple_01pct,caso03b.txt,base,OPTIMAL,True,2.259173294,2.259173294,2.279629,2.28,0.01,False,1.0,5.51575794816017e-07,2.25380063056946e-07,5.97095272171693e-11,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso03b_base.log
gurobi_simple_01pct,caso03b.txt,matricial_plano,OPTIMAL,True,2.290575473,2.290575473,2.0,2.19,0.01,True,1.0,2.38418579101562e-06,2.7194619178772e-07,4.88700940282816e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso03b_matricial_plano.log
gurobi_simple_01pct,caso03b.txt,matricial_plano_l2,OPTIMAL,True,2.184945148,2.184945148,2.0,2.03,0.01,True,1.0,2.38418579101562e-06,4.01626954037259e-07,4.01626954037259e-07,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso03b_matricial_plano_l2.log
gurobi_simple_01pct,caso03b.txt,role_hybrid,OPTIMAL,True,2.291817772,2.291817772,2.0,2.19,0.01,True,1.0,2.38418579101562e-06,2.7194619178772e-07,4.88700940282816e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso03b_role_hybrid.log
gurobi_simple_01pct,caso05d.txt,base,OPTIMAL,True,48.291767416,48.291767416,50.415304,50.42,0.01,False,26484.0,4.76837158203125e-07,4.76837158203125e-07,7.61949941299936e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso05d_base.log
gurobi_simple_01pct,caso05d.txt,matricial_plano,OPTIMAL,True,23.485839914,23.485839914,23.0,22.8,0.01,True,4162.0,2.86102294921875e-06,4.80562448501587e-07,3.07575473608574e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso05d_matricial_plano.log
gurobi_simple_01pct,caso05d.txt,matricial_plano_l2,OPTIMAL,True,55.678416986,55.678416986,65.0,65.5,0.01,True,23137.0,1.56066380441189e-05,1.18487514555454e-06,1.1549748135081e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso05d_matricial_plano_l2.log
gurobi_simple_01pct,caso05d.txt,role_hybrid,OPTIMAL,True,21.6477163,21.6477163,23.0,22.8,0.01,True,4162.0,2.86102294921875e-06,4.80562448501587e-07,3.07575473608574e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso05d_role_hybrid.log
gurobi_simple_01pct,caso10e.txt,base,OPTIMAL,True,533.060433328,533.060433328,737.38916,737.39,0.01,False,157580.0,2.75671482086182e-07,2.75671482086182e-07,2.96883576330991e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso10e_base.log
gurobi_simple_01pct,caso10e.txt,matricial_plano,OPTIMAL,True,893.530393329,893.530393329,1391.0,1391.38,0.01,True,176228.0,9.5367431640625e-07,5.0663948059082e-07,4.32058214805704e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso10e_matricial_plano.log
gurobi_simple_01pct,caso10e.txt,matricial_plano_l2,OPTIMAL,True,179.774254166,179.774254166,236.0,236.06,0.01,True,59056.0,2.98023223876953e-05,2.36555933952332e-07,2.28986907756666e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso10e_matricial_plano_l2.log
gurobi_simple_01pct,caso10e.txt,role_hybrid,OPTIMAL,True,887.984418378,887.984418378,1391.0,1391.38,0.01,True,176228.0,9.5367431640625e-07,5.0663948059082e-07,4.32058214805704e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso10e_role_hybrid.log
gurobi_simple_01pct,caso14a.txt,base,OPTIMAL,True,1.538659832,1.538659832,1.313812,1.31,0.01,False,1.0,7.15255737304688e-07,2.27242708206177e-07,1.14856332072334e-10,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso14a_base.log
gurobi_simple_01pct,caso14a.txt,matricial_plano,OPTIMAL,True,2.097329125,2.097329125,2.0,1.57,0.01,True,1.0,4.17232513427734e-05,3.5017728805542e-07,1.09787790832177e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso14a_matricial_plano.log
gurobi_simple_01pct,caso14a.txt,matricial_plano_l2,OPTIMAL,True,2.011734782,2.011734782,2.0,1.61,0.01,True,1.0,1.85966491699219e-05,3.24100255966187e-07,1.92863421443563e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso14a_matricial_plano_l2.log
gurobi_simple_01pct,caso14a.txt,role_hybrid,OPTIMAL,True,2.082882743,2.082882743,2.0,1.57,0.01,True,1.0,4.17232513427734e-05,3.5017728805542e-07,1.09787790832177e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso14a_role_hybrid.log
gurobi_simple_01pct,caso20c.txt,base,OPTIMAL,True,2.762921285,2.762921285,3.000677,3.0,0.01,False,1.0,9.00498501898994e-06,9.00498501898994e-06,1.04687566900012e-07,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso20c_base.log
gurobi_simple_01pct,caso20c.txt,matricial_plano,OPTIMAL,True,3.130230525,3.130230525,3.0,3.16,0.01,True,1.0,6.26853434368968e-05,3.65078449249268e-07,1.32072800419575e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso20c_matricial_plano.log
gurobi_simple_01pct,caso20c.txt,matricial_plano_l2,OPTIMAL,True,2.89481573,2.89481573,3.0,2.65,0.01,True,1.0,6.17315527051687e-05,2.73808836936951e-07,9.08760074564973e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso20c_matricial_plano_l2.log
gurobi_simple_01pct,caso20c.txt,role_hybrid,OPTIMAL,True,3.1162935,3.1162935,3.0,3.16,0.01,True,1.0,6.26853434368968e-05,3.65078449249268e-07,1.32072800419575e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso20c_role_hybrid.log
gurobi_simple_01pct,caso22d.txt,base,OPTIMAL,True,1.76931315,1.76931315,1.868791,1.87,0.01,False,1.0,4.76837158203125e-07,2.04890966415405e-07,3.30008709476951e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso22d_base.log
gurobi_simple_01pct,caso22d.txt,matricial_plano,OPTIMAL,True,1.855375402,1.855375402,2.0,1.93,0.01,True,1.0,2.86105205304921e-06,3.24100255966187e-07,2.84286483243079e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso22d_matricial_plano.log
gurobi_simple_01pct,caso22d.txt,matricial_plano_l2,OPTIMAL,True,1.93287683,1.93287683,2.0,1.93,0.01,True,1.0,1.39209441840649e-06,2.5331974029541e-07,7.272627858377e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso22d_matricial_plano_l2.log
gurobi_simple_01pct,caso22d.txt,role_hybrid,OPTIMAL,True,1.862433052,1.862433052,2.0,1.93,0.01,True,1.0,2.86105205304921e-06,3.24100255966187e-07,2.84286483243079e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso22d_role_hybrid.log
gurobi_simple_01pct,caso24f.txt,base,OPTIMAL,True,9.298866698,9.298866698,11.396095,11.4,0.01,False,1577.0,4.907778929919e-07,4.907778929919e-07,9.56222298186689e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso24f_base.log
gurobi_simple_01pct,caso24f.txt,matricial_plano,OPTIMAL,True,10.67843305,10.67843305,14.0,13.59,0.01,True,2662.0,9.54263668972999e-07,7.45989382266998e-07,1.06176597857596e-11,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso24f_matricial_plano.log
gurobi_simple_01pct,caso24f.txt,matricial_plano_l2,OPTIMAL,True,16.554414608,16.554414608,20.0,19.73,0.01,True,4330.0,0.000428764149546623,0.000428764149546623,1.78582189773536e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso24f_matricial_plano_l2.log
gurobi_simple_01pct,caso24f.txt,role_hybrid,OPTIMAL,True,10.618807003,10.618807003,14.0,13.59,0.01,True,2662.0,9.54263668972999e-07,7.45989382266998e-07,1.06176597857596e-11,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso24f_role_hybrid.log
gurobi_simple_01pct,caso27a.txt,base,OPTIMAL,True,1.344933749,1.344933749,1.203869,1.2,0.01,False,1.0,4.76604327559471e-07,2.83122062683105e-07,9.57970270902458e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso27a_base.log
gurobi_simple_01pct,caso27a.txt,matricial_plano,OPTIMAL,True,1.311059197,1.311059197,1.0,1.25,0.01,True,1.0,1.10035762190819e-06,3.44589352607727e-07,6.33093217693824e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso27a_matricial_plano.log
gurobi_simple_01pct,caso27a.txt,matricial_plano_l2,OPTIMAL,True,1.253923759,1.253923759,1.0,1.1,0.01,True,1.0,2.41287052631378e-05,2.41287052631378e-05,6.11168507601738e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso27a_matricial_plano_l2.log
gurobi_simple_01pct,caso27a.txt,role_hybrid,OPTIMAL,True,1.31227887,1.31227887,1.0,1.25,0.01,True,1.0,1.10035762190819e-06,3.44589352607727e-07,6.33093217693824e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso27a_role_hybrid.log
gurobi_simple_01pct,caso29c.txt,base,OPTIMAL,True,2.022565763,2.022565763,1.949761,1.95,0.01,False,1.0,1.07125379145145e-06,1.07125379145145e-06,3.02798678012506e-10,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso29c_base.log
gurobi_simple_01pct,caso29c.txt,matricial_plano,OPTIMAL,True,2.244120764,2.244120764,2.0,2.32,0.01,True,1.0,1.33446883410215e-06,1.33446883410215e-06,2.89245915904053e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso29c_matricial_plano.log
gurobi_simple_01pct,caso29c.txt,matricial_plano_l2,OPTIMAL,True,27.290856317,27.290856317,34.0,33.68,0.01,True,3868.0,1.95503307622857e-05,1.05309300124645e-06,3.02798764027289e-10,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso29c_matricial_plano_l2.log
gurobi_simple_01pct,caso29c.txt,role_hybrid,OPTIMAL,True,2.236454213,2.236454213,2.0,2.32,0.01,True,1.0,1.33446883410215e-06,1.33446883410215e-06,2.89245915904053e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso29c_role_hybrid.log
gurobi_simple_01pct,caso31e.txt,base,OPTIMAL,True,2.016171049,2.016171049,2.33319,2.33,0.01,False,1.0,6.8241582980022e-06,6.8241582980022e-06,7.17610405252194e-08,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso31e_base.log
gurobi_simple_01pct,caso31e.txt,matricial_plano,OPTIMAL,True,2.196078959,2.196078959,2.0,2.42,0.01,True,1.0,6.75092451274395e-07,6.75092451274395e-07,2.38399480445708e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso31e_matricial_plano.log
gurobi_simple_01pct,caso31e.txt,matricial_plano_l2,OPTIMAL,True,1.650509161,1.650509161,2.0,1.56,0.01,True,1.0,1.43051147460938e-06,7.94709194451571e-07,1.58903301357448e-08,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso31e_matricial_plano_l2.log
gurobi_simple_01pct,caso31e.txt,role_hybrid,OPTIMAL,True,2.201122712,2.201122712,2.0,2.42,0.01,True,1.0,6.75092451274395e-07,6.75092451274395e-07,2.38399480445708e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso31e_role_hybrid.log
gurobi_simple_01pct,caso33f.txt,base,OPTIMAL,True,1.499250936,1.499250936,1.541718,1.54,0.01,False,1.0,2.64495611190796e-07,2.64495611190796e-07,1.25003231901445e-07,True,True,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso33f_base.log
gurobi_simple_01pct,caso33f.txt,matricial_plano,OPTIMAL,True,1.68434714,1.68434714,2.0,1.88,0.01,True,1.0,6.31203874945641e-07,2.96160578727722e-07,1.37988752306994e-07,True,True,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso33f_matricial_plano.log
gurobi_simple_01pct,caso33f.txt,matricial_plano_l2,OPTIMAL,True,1.718586825,1.718586825,2.0,1.85,0.01,True,1.0,8.37826519273221e-07,2.64495611190796e-07,1.86517468137026e-14,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso33f_matricial_plano_l2.log
gurobi_simple_01pct,caso33f.txt,role_hybrid,OPTIMAL,True,1.696981337,1.696981337,2.0,1.88,0.01,True,1.0,6.31203874945641e-07,2.96160578727722e-07,1.37988752306994e-07,True,True,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso33f_role_hybrid.log
gurobi_simple_01pct,caso42b.txt,base,OPTIMAL,True,2.466351646,2.466351646,2.561823,2.56,0.01,False,1.0,1.39362929019171e-06,1.39362929019171e-06,5.00960450994213e-09,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso42b_base.log
gurobi_simple_01pct,caso42b.txt,matricial_plano,OPTIMAL,True,2.272372796,2.272372796,2.0,2.14,0.01,True,1.0,1.14669091999531e-06,4.22820448875427e-07,3.19957999428532e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso42b_matricial_plano.log
gurobi_simple_01pct,caso42b.txt,matricial_plano_l2,OPTIMAL,True,2.362643595,2.362643595,2.0,2.13,0.01,True,1.0,1.35856680572033e-06,6.9616362452507e-07,8.75165521984846e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso42b_matricial_plano_l2.log
gurobi_simple_01pct,caso42b.txt,role_hybrid,OPTIMAL,True,2.293137129,2.293137129,2.0,2.14,0.01,True,1.0,1.14669091999531e-06,4.22820448875427e-07,3.19957999428532e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso42b_role_hybrid.log
gurobi_simple_01pct,caso44c.txt,base,OPTIMAL,True,145.51075892,145.51075892,200.4375,200.44,0.01,False,18533.0,4.76837158203125e-07,1.9371509552002e-07,1.48726173301294e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso44c_base.log
gurobi_simple_01pct,caso44c.txt,matricial_plano,OPTIMAL,True,110.874828667,110.874828667,150.0,150.31,0.01,True,15918.0,1.9073486328125e-06,3.72529029846191e-07,1.45816278312418e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso44c_matricial_plano.log
