instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
coupling_uniform_S3_seed20260909,Base,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+10,9.99964e+10,0.00706288,0.00706288,0,0,0.000707651,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,SA-Mat,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+10,3.15703e+08,0.00706288,0.407325,0.00018816,0,0.000723473,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Flat-GM,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+10,9.08183e+07,0.00706288,0,8.8142e-05,0,0.000559294,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Flat-L2,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+10,1.54564e+08,0.00706288,0,8.0681e-05,0,0.000537402,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Role-Hybrid,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+10,3.15703e+08,0.00706288,0.407325,0.000164147,0,0.00063848,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,SA-Mat-permB,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+10,3.15703e+08,0.00706288,0.407325,0.000176876,0,0.000641155,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Base,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+10,3.18648e+10,0.0236758,0.0236758,0,0,0.000438776,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,SA-Mat,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+10,3.88623e+08,0.0236758,0.211366,0.000167317,0,0.000617476,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Flat-GM,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+10,1.00188e+08,0.0236758,0,7.3848e-05,0,0.000494274,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Flat-L2,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+10,1.99654e+08,0.0236758,0,7.2968e-05,0,0.00047978,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Role-Hybrid,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+10,3.88623e+08,0.0236758,0.211366,0.000153073,0,0.00058713,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,SA-Mat-permB,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+10,3.88623e+08,0.0236758,0.211366,0.000163591,0,0.000600224,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260911,Base,20260911,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,5.04131e+09,5.04131e+09,93.7914,93.7914,0,0,0.000414115,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260911,SA-Mat,20260911,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,5.04131e+09,5.17593e+08,93.7914,0.22039,0.000150767,0,0.000577367,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260911,Flat-GM,20260911,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,5.04131e+09,1.65467e+08,93.7914,0,7.0191e-05,0,0.000468455,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260911,Flat-L2,20260911,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,5.04131e+09,2.81745e+08,93.7914,0,6.8192e-05,0,0.000461768,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260911,Role-Hybrid,20260911,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,5.04131e+09,5.17593e+08,93.7914,0.22039,0.000143985,0,0.000563675,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260911,SA-Mat-permB,20260911,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,5.04131e+09,5.17593e+08,93.7914,0.22039,0.000158967,0,0.000597574,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260912,Base,20260912,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.00555e+10,1.00555e+10,0.0805227,0.0805227,0,0,0.000425212,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260912,SA-Mat,20260912,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.00555e+10,3.56947e+08,0.0805227,0.224198,0.00014992,0,0.000572479,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260912,Flat-GM,20260912,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.00555e+10,8.94494e+07,0.0805227,0,7.1466e-05,0,0.000468128,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260912,Flat-L2,20260912,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.00555e+10,1.72437e+08,0.0805227,0,6.8733e-05,0,0.000460134,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260912,Role-Hybrid,20260912,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.00555e+10,3.56947e+08,0.0805227,0.224198,0.000142915,0,0.000557082,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260912,SA-Mat-permB,20260912,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.00555e+10,3.56947e+08,0.0805227,0.224198,0.000153148,0,0.000571877,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260913,Base,20260913,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,6.0169e+10,6.0169e+10,1566.8,1566.8,0,0,0.00040488,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260913,SA-Mat,20260913,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,6.0169e+10,2.85458e+08,1566.8,0.214382,0.00015217,0,0.000575107,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260913,Flat-GM,20260913,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,6.0169e+10,5.45454e+07,1566.8,0,7.2053e-05,0,0.000464568,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260913,Flat-L2,20260913,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,6.0169e+10,1.41846e+08,1566.8,0,6.606e-05,0,0.00045771,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260913,Role-Hybrid,20260913,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,6.0169e+10,2.85458e+08,1566.8,0.214382,0.000149504,0,0.000567858,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260913,SA-Mat-permB,20260913,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,6.0169e+10,2.85458e+08,1566.8,0.214382,0.00015913,0,0.000581095,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260914,Base,20260914,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.13466e+09,3.13466e+09,0.319018,0.319018,0,0,0.000416231,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260914,SA-Mat,20260914,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.13466e+09,2.53459e+08,0.319018,0.223703,0.000151154,0,0.00056712,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260914,Flat-GM,20260914,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.13466e+09,4.50792e+07,0.319018,0,6.731e-05,0,0.000457287,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260914,Flat-L2,20260914,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.13466e+09,1.30569e+08,0.319018,0,6.8747e-05,0,0.000474226,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260914,Role-Hybrid,20260914,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.13466e+09,2.53459e+08,0.319018,0.223703,0.000148302,0,0.000562136,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260914,SA-Mat-permB,20260914,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.13466e+09,2.53459e+08,0.319018,0.223703,0.000156037,0,0.000570483,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260915,Base,20260915,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,2.18678e+10,2.18678e+10,0.0442383,0.0442383,0,0,0.000401391,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260915,SA-Mat,20260915,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,2.18678e+10,4.55584e+08,0.0442383,0.196007,0.000153473,0,0.000569232,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260915,Flat-GM,20260915,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,2.18678e+10,7.02043e+07,0.0442383,0,6.9092e-05,0,0.000453219,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260915,Flat-L2,20260915,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,2.18678e+10,1.98827e+08,0.0442383,0,6.91e-05,0,0.000451961,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260915,Role-Hybrid,20260915,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,2.18678e+10,4.55584e+08,0.0442383,0.196007,0.000141056,0,0.00055473,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260915,SA-Mat-permB,20260915,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,2.18678e+10,4.55584e+08,0.0442383,0.196007,0.000153067,0,0.0005669,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260916,Base,20260916,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.03351e+11,1.03351e+11,0.00911726,0.00911726,0,0,0.000397098,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260916,SA-Mat,20260916,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.03351e+11,4.20259e+08,0.00911726,0.228657,0.000146408,0,0.00056096,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260916,Flat-GM,20260916,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,1.03351e+11,1.37434e+08,0.00911726,0,6.6694e-05,0,0.000455431,NA,NA,NA,NA,NA,NA
