instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
coupling_S6_seed20260909,Base,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,8.26713e+12,407.669,407.669,0,0,0.000952907,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,SA-Mat,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,2.89923e+06,407.669,0.220488,0.000274892,0,0.00104558,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,Flat-GM,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,941328,407.669,0,0.000124653,0,0.000854978,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,Flat-L2,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,1.56302e+06,407.669,0,0.00012558,0,0.00084013,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,Role-Hybrid,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,2.89923e+06,407.669,0.220488,0.000253786,0,0.0010406,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,SA-Mat-permB,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,2.89923e+06,407.669,0.220488,0.000266556,0,0.00104537,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Base,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.90534e+09,1483.68,1483.68,0,0,0.000481771,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,SA-Mat,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.84686e+06,1483.68,0.227559,0.00017275,0,0.000652522,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Flat-GM,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,894607,1483.68,0,7.3935e-05,0,0.00049713,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Flat-L2,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,1.41489e+06,1483.68,0,7.2734e-05,0,0.000506723,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Role-Hybrid,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.84686e+06,1483.68,0.227559,0.000151881,0,0.000604008,NA,NA,NA,NA,NA,NA
