instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
coupling_uniform_S3_seed20260909,Base,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,9.99964e+08,0.00226697,0.00226697,0,0,0.000781334,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,SA-Mat,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,3.16033e+06,0.00226697,0.227649,0.00021279,0,0.000800311,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Flat-GM,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,941328,0.00226697,0,9.361e-05,0,0.000634707,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Flat-L2,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,1.54726e+06,0.00226697,0,8.843e-05,0,0.00060708,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Role-Hybrid,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,3.16033e+06,0.00226697,0.227649,0.00017545,0,0.00070256,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,SA-Mat-permB,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,3.16033e+06,0.00226697,0.227649,0.000192787,0,0.000688935,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Base,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,3.18648e+08,0.00763191,0.00763191,0,0,0.000475756,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,SA-Mat,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,3.68043e+06,0.00763191,0.223414,0.000176693,0,0.000654592,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Flat-GM,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,1.03847e+06,0.00763191,0,7.6964e-05,0,0.000518076,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Flat-L2,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,1.89081e+06,0.00763191,0,7.2928e-05,0,0.000508201,NA,NA,NA,NA,NA,NA
