instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
coupling_uniform_S3_seed20260909,Base,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,9.99964e+08,0.00226697,0.00226697,0,0,0.000549874,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,SA-Mat,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,3.16033e+06,0.00226697,0.227649,5.5407e-05,0,0.000410269,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Flat-GM,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,941328,0.00226697,0,3.57e-05,0,0.000361383,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Flat-L2,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,1.54726e+06,0.00226697,0,2.8777e-05,0,0.000325637,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,Role-Hybrid,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,3.16033e+06,0.00226697,0.227649,4.6056e-05,0,0.000353352,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260909,SA-Mat-permB,20260909,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,9.99964e+08,3.16033e+06,0.00226697,0.227649,5.4135e-05,0,0.000353102,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Base,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,3.18648e+08,0.00763191,0.00763191,0,0,0.000299869,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,SA-Mat,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,3.68043e+06,0.00763191,0.223414,4.4573e-05,0,0.00034702,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Flat-GM,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,1.03847e+06,0.00763191,0,2.9308e-05,0,0.000320298,NA,NA,NA,NA,NA,NA
coupling_uniform_S3_seed20260910,Flat-L2,20260910,coupling_uniform,3,block_heterogeneous,lp-export,43,38,8,3.18648e+08,1.89081e+06,0.00763191,0,2.8646e-05,0,0.000327074,NA,NA,NA,NA,NA,NA
