instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
coupling_S6_seed20260909,Base,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,8.26713e+12,407.669,407.669,0,0,0.000353889,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,SA-Mat,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,2.89923e+06,407.669,0.220488,3.8902e-05,0,0.000255453,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,Flat-GM,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,941328,407.669,0,1.6883e-05,0,0.000204115,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,Flat-L2,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,1.56302e+06,407.669,0,1.4779e-05,0,0.000195482,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,Role-Hybrid,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,2.89923e+06,407.669,0.220488,2.7037e-05,0,0.000206703,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260909,SA-Mat-permB,20260909,coupling,6,block_heterogeneous,lp-export,43,38,8,8.26713e+12,2.89923e+06,407.669,0.220488,3.2376e-05,0,0.000216931,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Base,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.90534e+09,1483.68,1483.68,0,0,0.000190301,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,SA-Mat,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.84686e+06,1483.68,0.227559,2.6491e-05,0,0.000209007,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Flat-GM,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,894607,1483.68,0,1.4267e-05,0,0.000191707,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Flat-L2,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,1.41489e+06,1483.68,0,1.3492e-05,0,0.000186612,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,Role-Hybrid,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.84686e+06,1483.68,0.227559,2.4244e-05,0,0.000199213,NA,NA,NA,NA,NA,NA
coupling_S6_seed20260910,SA-Mat-permB,20260910,coupling,6,block_heterogeneous,lp-export,43,38,8,2.90534e+09,2.84686e+06,1483.68,0.227559,2.94e-05,0,0.000212909,NA,NA,NA,NA,NA,NA
