model_id,family,seed,exponent,method,presolve,solver,status,rounded_optimal,rounded_exact_feasible,max_integrality_error,solver_seconds,nodes,x,exported_A,exported_b
cardinality_s101_e3,cardinality,101,3,GCD-midgap-GM,False,cplex,integer optimal solution,True,True,0.0,0.00438093899992964,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s101_e3,cardinality,101,3,GCD-midgap-GM,True,cplex,integer optimal solution,True,True,0.0,0.00295140399975935,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s101_e6,cardinality,101,6,GCD-floor,False,cplex,integer optimal solution,True,True,0.0,0.00336320499991416,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, -0.0, -0.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e6,cardinality,101,6,GCD-floor,True,cplex,integer optimal solution,True,True,0.0,0.0032883450003282633,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e6,cardinality,101,6,GCD-floor-GM,False,cplex,integer optimal solution,True,True,0.0,0.0026279479998265742,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, -0.0, -0.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e6,cardinality,101,6,GCD-floor-GM,True,cplex,integer optimal solution,True,True,0.0,0.002920108999205695,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e6,cardinality,101,6,GCD-midgap-GM,False,cplex,integer optimal solution,True,True,0.0,0.004239924000103201,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s101_e6,cardinality,101,6,GCD-midgap-GM,True,cplex,integer optimal solution,True,True,0.0,0.0030046970005059848,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s101_e9,cardinality,101,9,GCD-floor,False,cplex,integer optimal solution,True,True,0.0,0.0028134219992352882,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, -0.0, -0.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e9,cardinality,101,9,GCD-floor,True,cplex,integer optimal solution,True,True,0.0,0.002921497999523126,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
