instance,perm_index,is_true_map,kappa2_pos
coupling_S6_seed20250826,3,0,3.809401e+03
coupling_S6_seed20250826,4,0,8.356433e+02
coupling_S6_seed20250826,5,0,3.809412e+03
coupling_S6_seed20250826,6,0,8.035557e+02
coupling_S6_seed20250826,7,0,8.270558e+02
coupling_S6_seed20250826,8,0,4.347423e+03
coupling_S6_seed20250826,9,0,9.477817e+04
coupling_S6_seed20250826,10,0,4.349036e+03
coupling_S6_seed20250826,11,0,9.477817e+04
coupling_S6_seed20250826,12,0,8.338699e+02
coupling_S6_seed20250826,13,0,3.810184e+03
coupling_S6_seed20250826,14,0,4.347433e+03
coupling_S6_seed20250826,15,0,9.477817e+04
coupling_S6_seed20250826,16,0,6.630513e+03
coupling_S6_seed20250826,17,0,9.477844e+04
coupling_S6_seed20250826,18,0,8.572719e+02
coupling_S6_seed20250826,19,0,3.810195e+03
coupling_S6_seed20250826,20,0,4.349045e+03
coupling_S6_seed20250826,21,0,9.477817e+04
coupling_S6_seed20250826,22,0,6.630513e+03
coupling_S6_seed20250826,23,0,9.477844e+04
coupling_S6_seed20250827,0,1,7.038115e+04
coupling_S6_seed20250827,1,0,1.703950e+04
coupling_S6_seed20250827,2,0,1.703984e+04
coupling_S6_seed20250827,3,0,1.726056e+04
coupling_S6_seed20250827,4,0,1.704023e+04
coupling_S6_seed20250827,5,0,1.726056e+04
coupling_S6_seed20250827,6,0,1.703953e+04
coupling_S6_seed20250827,7,0,1.703986e+04
coupling_S6_seed20250827,8,0,1.747266e+04
coupling_S6_seed20250827,9,0,6.886890e+04
coupling_S6_seed20250827,10,0,1.747308e+04
coupling_S6_seed20250827,11,0,6.886890e+04
coupling_S6_seed20250827,12,0,1.704035e+04
coupling_S6_seed20250827,13,0,1.726111e+04
coupling_S6_seed20250827,14,0,1.747266e+04
coupling_S6_seed20250827,15,0,6.886890e+04
coupling_S6_seed20250827,16,0,1.769354e+04
coupling_S6_seed20250827,17,0,6.886923e+04
coupling_S6_seed20250827,18,0,1.704076e+04
coupling_S6_seed20250827,19,0,1.726111e+04
coupling_S6_seed20250827,20,0,1.747308e+04
coupling_S6_seed20250827,21,0,6.886890e+04
coupling_S6_seed20250827,22,0,1.769354e+04
coupling_S6_seed20250827,23,0,6.886923e+04
coupling_S6_seed20250828,0,1,7.891677e+03
coupling_S6_seed20250828,1,0,1.205313e+03
coupling_S6_seed20250828,2,0,1.393654e+03
coupling_S6_seed20250828,3,0,5.233828e+03
coupling_S6_seed20250828,4,0,1.214771e+03
coupling_S6_seed20250828,5,0,5.233830e+03
coupling_S6_seed20250828,6,0,1.195805e+03
coupling_S6_seed20250828,7,0,1.215112e+03
coupling_S6_seed20250828,8,0,3.801920e+03
coupling_S6_seed20250828,9,0,1.805446e+05
coupling_S6_seed20250828,10,0,3.807904e+03
coupling_S6_seed20250828,11,0,1.805446e+05
coupling_S6_seed20250828,12,0,1.205309e+03
coupling_S6_seed20250828,13,0,5.236561e+03
coupling_S6_seed20250828,14,0,3.801926e+03
coupling_S6_seed20250828,15,0,1.805446e+05
coupling_S6_seed20250828,16,0,6.263520e+03
coupling_S6_seed20250828,17,0,1.805446e+05
coupling_S6_seed20250828,18,0,1.224477e+03
coupling_S6_seed20250828,19,0,5.236563e+03
coupling_S6_seed20250828,20,0,3.807910e+03
coupling_S6_seed20250828,21,0,1.805446e+05
coupling_S6_seed20250828,22,0,6.263520e+03
coupling_S6_seed20250828,23,0,1.805446e+05
coupling_S6_seed20250829,0,1,4.279309e+03
coupling_S6_seed20250829,1,0,7.840557e+02
coupling_S6_seed20250829,2,0,7.792400e+02
coupling_S6_seed20250829,3,0,4.960036e+03
coupling_S6_seed20250829,4,0,8.067791e+02
coupling_S6_seed20250829,5,0,4.960044e+03
coupling_S6_seed20250829,6,0,7.734775e+02
coupling_S6_seed20250829,7,0,8.008810e+02
coupling_S6_seed20250829,8,0,4.020404e+03
coupling_S6_seed20250829,9,0,9.769170e+04
coupling_S6_seed20250829,10,0,4.026391e+03
coupling_S6_seed20250829,11,0,9.769170e+04
coupling_S6_seed20250829,12,0,7.961987e+02
coupling_S6_seed20250829,13,0,4.962779e+03
coupling_S6_seed20250829,14,0,4.020413e+03
coupling_S6_seed20250829,15,0,9.769170e+04
coupling_S6_seed20250829,16,0,6.344070e+03
coupling_S6_seed20250829,17,0,9.769190e+04
coupling_S6_seed20250829,18,0,8.232179e+02
coupling_S6_seed20250829,19,0,4.962787e+03
coupling_S6_seed20250829,20,0,4.026399e+03
coupling_S6_seed20250829,21,0,9.769170e+04
coupling_S6_seed20250829,22,0,6.344070e+03
coupling_S6_seed20250829,23,0,9.769190e+04
coupling_S6_seed20250830,0,1,4.691897e+03
coupling_S6_seed20250830,1,0,9.797644e+02
coupling_S6_seed20250830,2,0,9.772397e+02
coupling_S6_seed20250830,3,0,4.098808e+03
coupling_S6_seed20250830,4,0,9.904741e+02
coupling_S6_seed20250830,5,0,4.098813e+03
coupling_S6_seed20250830,6,0,9.904068e+02
coupling_S6_seed20250830,7,0,1.003470e+03
coupling_S6_seed20250830,8,0,3.140272e+03
coupling_S6_seed20250830,9,0,8.023024e+04
coupling_S6_seed20250830,10,0,3.144589e+03
coupling_S6_seed20250830,11,0,8.023024e+04
coupling_S6_seed20250830,12,0,1.001055e+03
coupling_S6_seed20250830,13,0,4.104752e+03
coupling_S6_seed20250830,14,0,3.140291e+03
coupling_S6_seed20250830,15,0,8.023024e+04
coupling_S6_seed20250830,16,0,5.079543e+03
coupling_S6_seed20250830,17,0,8.023038e+04
coupling_S6_seed20250830,18,0,1.014012e+03
coupling_S6_seed20250830,19,0,4.104757e+03
coupling_S6_seed20250830,20,0,3.144608e+03
coupling_S6_seed20250830,21,0,8.023024e+04
coupling_S6_seed20250830,22,0,5.079543e+03
coupling_S6_seed20250830,23,0,8.023038e+04
coupling_S6_seed20250831,0,1,6.897138e+03
coupling_S6_seed20250831,1,0,9.797307e+02
coupling_S6_seed20250831,2,0,9.724570e+02
coupling_S6_seed20250831,3,0,4.593808e+03
coupling_S6_seed20250831,4,0,9.875504e+02
coupling_S6_seed20250831,5,0,4.593810e+03
coupling_S6_seed20250831,6,0,1.078124e+03
coupling_S6_seed20250831,7,0,9.857031e+02
coupling_S6_seed20250831,8,0,4.329398e+03
coupling_S6_seed20250831,9,0,8.937092e+04
coupling_S6_seed20250831,10,0,4.330363e+03
coupling_S6_seed20250831,11,0,8.937092e+04
coupling_S6_seed20250831,12,0,9.788624e+02
coupling_S6_seed20250831,13,0,4.594579e+03
coupling_S6_seed20250831,14,0,4.329409e+03
coupling_S6_seed20250831,15,0,8.937092e+04
coupling_S6_seed20250831,16,0,4.989236e+03
coupling_S6_seed20250831,17,0,8.937097e+04
coupling_S6_seed20250831,18,0,9.937046e+02
coupling_S6_seed20250831,19,0,4.594580e+03
coupling_S6_seed20250831,20,0,4.330373e+03
coupling_S6_seed20250831,21,0,8.937092e+04
coupling_S6_seed20250831,22,0,4.989236e+03
coupling_S6_seed20250831,23,0,8.937097e+04
coupling_S6_seed20250832,0,1,3.149598e+03
coupling_S6_seed20250832,1,0,5.959599e+02
coupling_S6_seed20250832,2,0,5.756694e+02
coupling_S6_seed20250832,3,0,3.712561e+03
coupling_S6_seed20250832,4,0,6.044557e+02
coupling_S6_seed20250832,5,0,3.712565e+03
coupling_S6_seed20250832,6,0,5.990207e+02
coupling_S6_seed20250832,7,0,6.537267e+02
coupling_S6_seed20250832,8,0,2.830349e+03
coupling_S6_seed20250832,9,0,9.696983e+04
coupling_S6_seed20250832,10,0,2.836635e+03
coupling_S6_seed20250832,11,0,9.696983e+04
coupling_S6_seed20250832,12,0,6.075480e+02
coupling_S6_seed20250832,13,0,3.718162e+03
coupling_S6_seed20250832,14,0,2.830359e+03
coupling_S6_seed20250832,15,0,9.696983e+04
coupling_S6_seed20250832,16,0,4.638826e+03
coupling_S6_seed20250832,17,0,9.696989e+04
coupling_S6_seed20250832,18,0,6.581646e+02
coupling_S6_seed20250832,19,0,3.718166e+03
coupling_S6_seed20250832,20,0,2.836645e+03
coupling_S6_seed20250832,21,0,9.696983e+04
coupling_S6_seed20250832,22,0,4.638826e+03
coupling_S6_seed20250832,23,0,9.696989e+04
