instancia,variante,seed,pattern,severity_S,coefficient_family,status,filas,cols,binarias,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preproc_s,tiempo_solver_s,wall_time_s,objetivo,gap,best_bound,max_original_row_violation,max_integrality_violation,is_feasible_original_scale
mixed_S6_seed20260909,Base,20260909,mixed,6,block_heterogeneous,lp-export,43,38,8,1.98172e+15,1.98172e+15,14.8128,14.8128,0,0,0.000572759,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260909,SA-Mat,20260909,mixed,6,block_heterogeneous,lp-export,43,38,8,1.98172e+15,3.10649e+06,14.8128,0.214786,0.000155863,0,0.000614594,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260909,Flat-GM,20260909,mixed,6,block_heterogeneous,lp-export,43,38,8,1.98172e+15,1.08451e+06,14.8128,0,9.4126e-05,0,0.000548133,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260909,Flat-L2,20260909,mixed,6,block_heterogeneous,lp-export,43,38,8,1.98172e+15,1.58331e+06,14.8128,0,6.6875e-05,0,0.000475631,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260909,Role-Hybrid,20260909,mixed,6,block_heterogeneous,lp-export,43,38,8,1.98172e+15,3.10649e+06,14.8128,0.214786,0.00014626,0,0.000566537,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260909,SA-Mat-permB,20260909,mixed,6,block_heterogeneous,lp-export,43,38,8,1.98172e+15,3.10649e+06,14.8128,0.214786,0.000159771,0,0.000592833,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260910,Base,20260910,mixed,6,block_heterogeneous,lp-export,43,38,8,1.00984e+16,1.00984e+16,8.90168,8.90168,0,0,0.000416072,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260910,SA-Mat,20260910,mixed,6,block_heterogeneous,lp-export,43,38,8,1.00984e+16,4.62423e+06,8.90168,0.217053,0.000148808,0,0.000570891,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260910,Flat-GM,20260910,mixed,6,block_heterogeneous,lp-export,43,38,8,1.00984e+16,1.3332e+06,8.90168,0,6.7487e-05,0,0.000456759,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260910,Flat-L2,20260910,mixed,6,block_heterogeneous,lp-export,43,38,8,1.00984e+16,2.27203e+06,8.90168,0,6.5945e-05,0,0.00046558,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260910,Role-Hybrid,20260910,mixed,6,block_heterogeneous,lp-export,43,38,8,1.00984e+16,4.62423e+06,8.90168,0.217053,0.000145432,0,0.000566518,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260910,SA-Mat-permB,20260910,mixed,6,block_heterogeneous,lp-export,43,38,8,1.00984e+16,4.62423e+06,8.90168,0.217053,0.00016355,0,0.000598461,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260911,Base,20260911,mixed,6,block_heterogeneous,lp-export,43,38,8,2.92967e+14,2.92967e+14,913.122,913.122,0,0,0.000421962,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260911,SA-Mat,20260911,mixed,6,block_heterogeneous,lp-export,43,38,8,2.92967e+14,2.23555e+06,913.122,0.206347,0.000156123,0,0.00061728,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260911,Flat-GM,20260911,mixed,6,block_heterogeneous,lp-export,43,38,8,2.92967e+14,519758,913.122,0,6.7018e-05,0,0.000486367,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260911,Flat-L2,20260911,mixed,6,block_heterogeneous,lp-export,43,38,8,2.92967e+14,836172,913.122,0,6.6979e-05,0,0.000484767,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260911,Role-Hybrid,20260911,mixed,6,block_heterogeneous,lp-export,43,38,8,2.92967e+14,2.23555e+06,913.122,0.206347,0.000145303,0,0.000571879,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260911,SA-Mat-permB,20260911,mixed,6,block_heterogeneous,lp-export,43,38,8,2.92967e+14,2.23555e+06,913.122,0.206347,0.000162698,0,0.000583369,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260912,Base,20260912,mixed,6,block_heterogeneous,lp-export,43,38,8,2.94998e+17,2.94998e+17,0.00557516,0.00557516,0,0,0.000420926,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260912,SA-Mat,20260912,mixed,6,block_heterogeneous,lp-export,43,38,8,2.94998e+17,6.06859e+06,0.00557516,0.222015,0.000148585,0,0.000568669,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260912,Flat-GM,20260912,mixed,6,block_heterogeneous,lp-export,43,38,8,2.94998e+17,1.90207e+06,0.00557516,0,7.2293e-05,0,0.000464632,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260912,Flat-L2,20260912,mixed,6,block_heterogeneous,lp-export,43,38,8,2.94998e+17,3.08493e+06,0.00557516,0,6.6889e-05,0,0.000465913,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260912,Role-Hybrid,20260912,mixed,6,block_heterogeneous,lp-export,43,38,8,2.94998e+17,6.06855e+06,0.00557516,0.222017,0.000146598,0,0.000576411,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260912,SA-Mat-permB,20260912,mixed,6,block_heterogeneous,lp-export,43,38,8,2.94998e+17,6.06859e+06,0.00557516,0.222015,0.000156407,0,0.000577773,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260913,Base,20260913,mixed,6,block_heterogeneous,lp-export,43,38,8,5.05701e+16,5.05701e+16,30548.1,30548.1,0,0,0.000424804,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260913,SA-Mat,20260913,mixed,6,block_heterogeneous,lp-export,43,38,8,5.05701e+16,5.3468e+06,30548.1,0.256567,0.000149902,0,0.000568993,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260913,Flat-GM,20260913,mixed,6,block_heterogeneous,lp-export,43,38,8,5.05701e+16,746361,30548.1,0,6.8458e-05,0,0.000467623,NA,NA,NA,NA,NA,NA
mixed_S6_seed20260913,Flat-L2,20260913,mixed,6,block_heterogeneous,lp-export,43,38,8,5.05701e+16,2.16191e+06,30548.1,0,6.5872e-05,0,0.000455128,NA,NA,NA,NA,NA,NA
