class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso12f.txt,Base,14400,8460,5940,0.0,0.0,1.0,1.0,35590,6.650101573901239e+17,6.650101573901239e+17,6.650101573901239e+17,1.0,1.864563801720837e-10,e75cc6f7f9ab8612b19ea781b4339df4451f54c9c092019a0118671d017cc9fd,a4b81359bfd76add3977da4959437d1e36ed0fbc9340dd56f0b07e3180410e36
simple,caso12f.txt,Flat-GM,14400,8460,5940,1.2079619612623426e-16,0.0,4.164397571572286e-05,25.191117398382982,35590,1242233278013.9038,1242233278013.9038,1242233278013.9038,1.0,1.908241389780364e-08,e224f5218366b639d95ac6e42e7dfc76adf74b6455bf6fb863eba4500cdc6e5e,4ebf6826d67aea9241b40ca15032d324fb6e40b11274670689dc2ed4cc7c5614
simple,caso12f.txt,Flat-L2,14400,8460,5940,0.0,0.0,1.7342207134117154e-09,1.0,35590,1049716348208130.6,1049716348208130.6,1049716348208130.6,1.0,4.411825467920129e-12,165ed02c3900b380c5278961ab95efb0a7f604dfdad8548e31bad434b6de8bf8,04d0c0f243ac9852d4ea4ca159eae8a753ef20db182b35a415051bf85675cc9c
simple,caso12f.txt,Role-Hybrid,14400,8460,5940,1.2079619612623426e-16,0.0,4.164397571572286e-05,25.191117398382982,35590,1242233278013.9038,1242233278013.9038,1242233278013.9038,1.0,1.908241389780364e-08,e224f5218366b639d95ac6e42e7dfc76adf74b6455bf6fb863eba4500cdc6e5e,4ebf6826d67aea9241b40ca15032d324fb6e40b11274670689dc2ed4cc7c5614
simple,caso12f.txt,SA-Mat,14400,8460,5940,1.2079619612623426e-16,0.0,4.164397571572286e-05,25.191117398382982,35590,1242233278013.9038,1242233278013.9038,1242233278013.9038,1.0,1.908241389780364e-08,e224f5218366b639d95ac6e42e7dfc76adf74b6455bf6fb863eba4500cdc6e5e,4ebf6826d67aea9241b40ca15032d324fb6e40b11274670689dc2ed4cc7c5614
