class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
sgtm,instance004.txt,SA-Aug,10080,5040,5040,1.4352122916968634e-16,2.1982326921865454e-16,1.0103705872346954e-05,40.41590652217327,22679,3651949064097.3057,3651949064097.3057,3651949064097.3057,1.0,1.6817801637418034e-15,0791c6a940ceeba359bc3f093f0581557ccdf6180a97350aade3d15e8ae7c09c,c87ddbe71e14aa0ed6f624517e1ae1c2c579db26ece06d06c3c403f5f9efeac2
sgtm,instance004.txt,Flat-Aug,10080,5040,5040,1.7441488605404739e-16,2.2102506619267795e-16,1.0103705872346954e-05,40.41590652217327,22679,3651949064097.3057,3651949064097.3057,3651949064097.3057,1.0,1.4723590587945284e-14,29500925eb790686542e071a4eea31fdb565c76bb18e49a2aad4d193a3417576,b56e0a84af210ef42b3c869b499ae98e95829ef395c02db14df4506211e09bc8
sgtm,instance004.txt,SA-Mat,10080,5040,5040,1.4352122916968634e-16,0.0,1.0103705872346954e-05,40.41590652217327,22679,1231473517932.144,1231473517932.144,1231473517932.144,1.0,1.5742938537961393e-14,5f7a6703eb1d28b872d32a1ee12379af6daa084c8288f74637f6364e429a6981,f6069b221fb4edc3c5e24afc7e1c2c92216ba377c65caeebbe7f8f27e29b1da9
sgtm,instance004.txt,Flat-Mat,10080,5040,5040,1.4352122916968634e-16,0.0,1.0103705872346954e-05,40.41590652217327,22679,1231473517932.144,1231473517932.144,1231473517932.144,1.0,8.433385801834944e-15,0df1fe37dd45a2e773456c80269f2f916dbbeacf394c37775924523befcbf9f4,655d74e4acce6cab00ff5ff4ac208c99cf3c1b58a4b40f6c8eaf5c804a462eaf
sgtm,instance004.txt,Ruiz,10080,5040,5040,3.9903663419261007e-16,4.4187277363516277e-16,1.0103705872346954e-05,23500.623881781412,22679,2652943154250.1553,2652943154250.1553,2652943154250.1553,1.0,2.93016292248081e-14,8ed786cc2311bc522f2a049e0a032aea1a68095a8228d729e13ecb0e395ab1b9,61a9ffe4bcf68161548758c55449d99ed5ea4d047a13527fa6589eda6b71f6e6
sgtm,instance005.txt,Base,10080,5137,4943,0.0,0.0,1.0,1.0,22679,4.497362529716027e+20,4.497362529716027e+20,4.497362529716027e+20,1.0,2.9117934692422886e-14,fbaf634de75ecced97d22b8fb506e5aec6bf57e72b2d9096f1bebcb53ffeb08f,ec1dc51367a8d5caacbe5d44eaf85514241c9e61f8615b2b69d28cb39a776a42
sgtm,instance005.txt,SA-Aug,10080,5137,4943,1.9412366650839072e-16,2.987172526640561e-16,9.037344541350635e-06,45.497882501630194,22679,12592168281026.0,12592168281026.0,12592168281026.0,1.0,1.8001102565459575e-15,9a65ab2e7ee5767d598d04c01cf0919d1d1d9823336498e18868db714a54d589,3df9b86c42bf3812b129eaab04044e8bcb2be60328f49f617f4257121611b27d
sgtm,instance005.txt,Flat-Aug,10080,5137,4943,2.0550870715649591e-16,2.987172526640561e-16,9.037344541350635e-06,45.497882501630194,22679,12592168281026.0,9764714768760.736,12592168281026.0,1.2895582287063674,6.436542333527857e-15,b6163734fd2f99ba52c1921ddc42cff9de03ca114452d3198b3a1fa82851482e,2a14f918940707b3558e75143ae5494ee5442449fe90aba904d08db3f5138202
sgtm,instance005.txt,SA-Mat,10080,5137,4943,1.402065158156523e-16,0.0,9.037344541350635e-06,45.497882501630194,22679,2191797491615.3572,2191797491615.3572,2191797491615.3572,1.0,4.085589945707307e-15,3a661fdbaaad9f747a51f9d0a1c34399215bf124f21d96e14614edfc60914f03,cd78d6b131eb3e400966ef0dd30e5ad876d2f13909ab86abc1a3500aad1bb4ae
sgtm,instance005.txt,Flat-Mat,10080,5137,4943,1.402065158156523e-16,0.0,9.037344541350635e-06,45.497882501630194,22679,2191797491615.3572,2191797491615.3572,2191797491615.3572,1.0,2.222476318918804e-15,e86acaae93897ea0906ef78c9dfcae23e2cb172d44f5c83d32472bea28a2264b,05aa177ffe0ca95315cb287118b298e6fe71cd578816585d39bfe2d743eb2dc9
sgtm,instance005.txt,Ruiz,10080,5137,4943,4.768969057486374e-16,4.2050431856229626e-16,9.037344541350635e-06,25909.812206666073,22679,3211538052978.7656,3211538052978.7656,3211538052978.7656,1.0,3.9738870100023175e-14,d93f3fcb54f88d320446c36259aef1e7397c72aabc3a50aad511390ac04c69d0,bd764b36ca8888ca922ba0c2c3a573796dceb9fbd01f71c2fbedbdf19e643e8d
