class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
full,instance034.txt,Base,23763,13530,10233,0.0,0.0,1.0,1.0,57555,4.0803557266487745e+20,4.0803557266487745e+20,4.0803557266487745e+20,1.0,1.328430655679317e-13,55fb97bdaba740a885902429ef1f4b5e57955e4d7b923b158cc58875c39e6033,5b93c9a76eb34c23975f5dd227b166b280a62b75b54e822505aa1a11072edde3
full,instance034.txt,Flat-GM,23763,13530,10233,1.3450723934092988e-16,0.0,9.259889569294165e-06,40.95569615711974,57555,3802707101202.9927,3802707101202.9927,3802707101202.9927,1.0,1.4964710771193686e-12,e36d194776bf5ce43df2ac8da5cdc0019dbba9d219e9e55070babf95c8da9473,b50a2b89685f417664d3427e67a1cb1aaed178bbc25f1ac295eb1011786f28fe
full,instance034.txt,Flat-L2,23763,13530,10233,0.0,0.0,1.341265649921134e-09,1.0,57555,5.4432351483091164e+20,5.4432351483091164e+20,5.4432351483091164e+20,1.0,1.4111968547793948e-13,c60fdb5a57bb7dd5354585447d74fa34d3602591f13d91cb132315890994675b,9b6a4ff4ac965123f6b13e607ca95aac1822fa245dcdced5cae18793f6403ab4
full,instance034.txt,Role-Hybrid,23763,13530,10233,1.3450723934092988e-16,0.0,9.259889569294165e-06,40.95569615711974,57555,3802707101202.9927,3802707101202.9927,3802707101202.9927,1.0,1.4964710771193686e-12,8958d4ae2b0e39d3af3c4ef1c8014ed7ee815fa98e60f543d8f2e2fd8a8e2f00,5e2dfacbc4ac5c55634edbfedaf328ef61fb72368e562ccb5f7d157ea984be0a
full,instance034.txt,SA-Mat,23763,13530,10233,1.3450723934092988e-16,0.0,9.259889569294165e-06,40.95569615711974,57555,3802707101202.9927,3802707101202.9927,3802707101202.9927,1.0,1.4964710771193686e-12,8958d4ae2b0e39d3af3c4ef1c8014ed7ee815fa98e60f543d8f2e2fd8a8e2f00,5e2dfacbc4ac5c55634edbfedaf328ef61fb72368e562ccb5f7d157ea984be0a
