stage,family,solver,gap,seed,instance,policies,max_rel_objective_gap,worst_policy,above_target_gap
primary,Simple,cplex,0.01,1,v1_simple_000211,4,0.008576473018291517,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000212,4,0.005670562332493869,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000213,4,0.006456920508158076,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000214,4,1.2328455873005982e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000215,4,0.0006569659040946899,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000217,4,0.00547989449555249,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000218,4,0.002334352497434244,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000219,4,0.007434444178645977,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000220,4,0.008234402027771896,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000221,4,2.491599769455833e-06,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000226,4,0.009338409988152642,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000227,4,0.00018169750442140054,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000228,4,0.0018129365929796663,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000229,4,0.0010139060270104435,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000230,4,0.0031047482882658696,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000232,4,0.0018130189804483655,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000234,4,4.3309638279878924e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000235,3,0.0072507448329767335,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000236,4,9.73322607581748e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000237,4,1.8830805978741234e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000238,4,0.0037717643529307497,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000239,4,0.0006967192356908698,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000240,4,0.0003504348931119319,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000241,4,6.6342353391336836e-15,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000242,4,3.9736748100122423e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000243,4,4.932982573748257e-06,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000244,4,2.3182368897069595e-14,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000246,4,0.0054068211873233825,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000249,4,2.364564569132627e-10,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000250,4,6.357421899051381e-11,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000251,4,0.006328364613297933,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000252,4,2.4797430854346507e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000254,4,0.005518261865152794,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000255,4,0.002160915561061974,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000256,4,0.00016745790688695752,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000257,4,9.659980108340754e-07,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000258,4,3.6589296794870335e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000259,4,0.005988737952461664,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000260,4,0.006963553980928497,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000261,4,0.0017611864885895465,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000262,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000263,4,4.864987448725162e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000264,4,0.0013745755757656824,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000266,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000268,4,9.669735644700371e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000269,4,0.003298152882218601,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000270,4,0.0002893559123264045,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000271,4,0.007505273628231474,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000273,4,0.009923803935789493,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000274,4,0.005098701706094427,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000275,4,1.033502890860916e-15,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000276,4,0.00039911898193495534,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000277,4,0.008242561545783298,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000278,4,0.0027452576382969605,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000279,4,0.0001837462865341715,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000280,4,0.006688802834534704,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000282,4,4.319715298063405e-06,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000283,4,4.843781544250048e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000284,4,6.037332944104219e-09,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000285,4,5.422166231036964e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000286,4,3.568901845752404e-06,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000287,4,0.00024245951796478214,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000289,4,4.853852906831586e-06,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000290,4,2.755122659175589e-07,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000291,4,0.008060887306827013,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000292,4,0.0076808174612932835,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000293,4,0.0037751744790842567,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000295,4,0.007986989821242305,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000296,4,0.002196202624496436,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000297,4,0.0014738965761518633,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000298,4,0.00015260786107926537,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000299,4,2.3504858731910655e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000300,4,0.0032556543033618844,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000301,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000302,4,2.7276388596597806e-14,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000303,4,2.5657219198337203e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000304,4,2.1083539696977427e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000306,4,0.0021498295935861527,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000307,4,1.5185378976766299e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000308,4,0.001644477048279361,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000309,4,0.0017807719668663884,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000310,4,0.0033045466833705544,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000311,4,1.8810515784900382e-07,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000313,4,0.009365576584198216,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000314,4,0.00468641046307006,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000315,4,0.005593983351509844,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000317,4,3.983886044273405e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000319,4,0.008799850497870756,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000321,4,2.693451589562918e-14,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000322,4,0.00319426971370722,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000323,4,5.662074448456849e-07,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000324,4,5.622054261034069e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000325,4,2.8423131089153872e-08,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000326,4,3.772453301242337e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000327,4,3.8531064276276797e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000328,4,0.0004881902614974147,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000329,4,0.005625053438299693,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000330,4,0.005113999732363058,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000332,4,2.0058644072615275e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000333,4,5.382447289110745e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000334,4,5.113095273669058e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000335,4,0.0006736422416220065,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000336,4,0.001908795535920439,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000338,4,0.000831668737313671,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000341,4,0.0013311506419230266,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000342,4,0.000640031986561091,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000343,4,0.0028370797005980524,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000344,4,0.0003628308127850027,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000345,4,1.7063336086008113e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000346,4,0.003412303368497204,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000347,4,0.0024208303500104123,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000348,4,2.380267023098972e-06,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000350,4,0.0034073343602942356,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000351,4,0.004514322641458529,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000352,4,4.7493265791945324e-07,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000353,4,0.0005924711074335251,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000354,4,5.195883609073832e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000356,4,0.0028036506524333304,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000357,4,5.818437349006912e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000358,4,0.00017329032262015083,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000359,4,9.471993325073267e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000360,4,2.74706513043099e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000362,4,0.0052176837348774305,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000363,4,5.815890326783367e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000364,4,2.6613736274629624e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000365,4,0.002892760488732891,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000366,4,0.008447410766549165,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000368,4,0.0089632015080525,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000369,4,1.0538860026490803e-06,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000370,4,0.00931506181033786,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000371,4,0.004030222471857442,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000372,4,2.7800650506806086e-15,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000373,4,0.0010909880420266512,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000374,4,0.005959508761327547,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000375,4,0.006734726383312058,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000376,4,0.0017298193094577375,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000377,4,0.0030433218634965628,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000378,4,0.005099823629912783,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000380,4,0.0049706324452465905,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000381,4,0.0007314443308479958,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000382,4,0.005908970925530006,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000384,3,0.00226967641736944,Role-Hybrid,False
primary,Simple,cplex,0.01,1,v1_simple_000385,4,0.0009084183614973832,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000386,4,2.341564101203824e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000387,4,0.0016380663147731018,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000388,4,3.9015518397137685e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000390,4,0.007380320316451642,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000391,4,4.4359355196796905e-14,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000395,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000396,4,0.00020770962169003494,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000397,4,0.002451979302641653,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000398,4,0.0001860516403902154,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000399,4,9.603153288980166e-07,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000400,4,0.00254402743836281,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000401,4,0.00200959224636652,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000402,4,0.00043194604388587665,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000403,4,0.006335069373845733,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000405,4,8.588306047678117e-15,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000406,4,0.0034146823760447687,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000407,4,1.693365019428451e-08,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000408,4,0.0019053352044553485,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000409,4,0.003953640580769551,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000411,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000412,4,0.0016454921802071666,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000413,4,7.321546143290005e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000414,4,1.4471083857124306e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000415,4,0.00012622684278179667,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000416,4,2.7587286249946217e-06,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000417,4,0.00020367494034569618,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000419,4,0.009447157837367604,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000420,4,7.768587787733635e-07,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000421,4,1.782278353845343e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000422,4,0.0026280819762979344,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000423,4,0.0024027409192341155,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000424,4,8.140632564645201e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000427,4,0.0006256834485896149,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000428,4,0.003071045062398292,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000429,4,0.007769002976854837,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000430,4,0.0061177940732391545,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000432,4,0.005379297369652846,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000433,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000434,4,0.007039026377561088,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000435,4,2.689188688993593e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000436,4,0.0034645999225770938,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000437,4,0.002263341020203763,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000438,4,5.598563316694336e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000439,4,0.0012925948187143144,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000440,4,0.0023303954868262988,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000442,4,0.0019621993797825296,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000443,4,6.9449719146396635e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000444,4,0.0011929322541902032,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000445,4,0.00023454004046880345,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000446,4,0.0008466498499147546,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000447,4,0.004012025879269808,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000448,4,2.1125792269211572e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000449,4,0.006544515517769775,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000450,4,0.003456201415605145,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000451,4,1.0900519492003517e-06,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000452,4,0.006193635592802627,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000453,4,0.00021178176017660563,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000455,4,4.619894733096121e-07,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000456,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000457,4,9.239936828665317e-09,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000458,4,4.508436722155865e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000459,4,0.0034893920038547846,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000461,3,0.002202819058000783,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000463,4,0.005616052576285784,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000464,4,0.007293493177433804,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000465,4,0.0006448002881523284,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000466,4,0.0077084518334263755,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000467,4,1.0032879866155205e-05,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000468,4,5.905252146517027e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000469,4,0.008741877822253434,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000470,4,6.679606272124857e-06,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000471,4,0.0007213983055442838,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000472,4,0.0027791190558800584,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000473,4,0.0020357126174285044,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000474,4,4.937567821913816e-07,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000475,4,0.006120150816423895,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000476,4,0.004089922211790463,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000477,4,1.5370749939922406e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000478,4,0.0009990282443889248,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000479,4,0.0008259964432390374,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000481,4,3.3318591113811837e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000482,4,3.054097982773589e-16,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000483,4,0.0068950608147437,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000484,4,6.114613812545942e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000485,4,0.005804204885983184,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000487,4,3.671827338283225e-16,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000488,4,0.004529670660061123,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000489,4,0.005924978637669881,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000490,4,0.007765073556352328,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000492,4,0.0,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000493,4,0.0033002876879664553,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000494,4,0.006960152519844821,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000496,4,1.16116555831729e-05,Flat-L2,False
primary,Simple,cplex,0.01,1,v1_simple_000498,4,0.005059705490879753,Flat-GM,False
primary,Simple,cplex,0.01,1,v1_simple_000500,4,1.1197781198705508e-16,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000001,4,1.4607109962203405e-06,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000012,4,2.2094099116767853e-06,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000013,4,8.502563047897718e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000021,4,9.314967539262545e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000027,4,3.3119227954379486e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000032,4,7.327861927571822e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000041,4,7.86474518947349e-08,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000047,4,3.052335307281081e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000052,4,5.288607360805039e-05,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000056,4,5.60446418071353e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000063,4,2.1857024522418073e-06,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000064,4,2.531077267639129e-13,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000070,4,0.00031733692399728893,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000076,4,0.0002905003929619716,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000079,4,0.0004020727771039095,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000084,4,0.0007237831562067308,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000094,4,2.4691230541237205e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000097,4,3.7652580178029633e-05,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000108,4,7.39515102236235e-08,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000113,4,0.00036287133782161114,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000118,4,6.740553928665291e-07,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000126,4,2.937334968198637e-07,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000127,4,7.834008351172328e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000140,4,3.988186988839634e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000149,4,5.984961219796054e-13,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000156,4,0.00010691912929024711,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000160,4,0.0007528178516748204,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000173,4,7.136960685853957e-07,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000175,4,0.0004403077013047366,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000176,4,7.209768666978662e-07,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000177,2,3.6289043767633566e-06,Role-Hybrid,False
primary,Simple,gurobi,0.001,1,v1_simple_000179,4,1.619324931142305e-05,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000187,4,3.5415335100843436e-16,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000189,4,4.523150944204257e-07,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000226,4,3.4055943197400525e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000229,4,1.6145302978745457e-06,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000234,4,2.1440746176057197e-06,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000257,4,1.9673202703317555e-06,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000258,4,9.135296984300242e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000268,4,3.191229958619408e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000271,4,0.0006661895553895827,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000278,4,0.0004134981333454629,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000285,4,0.00016731798013449947,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000295,4,0.0003982796910292798,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000308,4,1.1082961528237027e-07,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000311,4,0.0009728760048920596,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000315,4,0.0006910959874415638,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000317,4,2.435928825255546e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000323,4,9.68996318711891e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000329,4,0.00012146915143632358,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000343,4,5.4317792897841805e-06,Flat-GM,False
primary,Simple,gurobi,0.001,1,v1_simple_000344,4,0.8809408230752946,Flat-L2,True
primary,Simple,gurobi,0.001,1,v1_simple_000346,4,8.893194518890993e-07,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000347,4,0.00017898242959436307,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000348,4,1.8772543894352796e-05,Flat-L2,False
primary,Simple,gurobi,0.001,1,v1_simple_000359,4,9.472639032200734e-05,Flat-L2,False
