class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso32e.txt,Base,14400,9457,4943,0.0,0.0,1.0,1.0,35590,9.251235234952672e+19,9.251235234952672e+19,9.251235234952672e+19,1.0,7.870434700434239e-12,7953af4ada9bf2863d74ff99deb7100a0739f824f8f677d7d31edc83bd8186eb,141fd1c73f26f0449bd4f5105750b0b8b90ed292f2befc8161911e2312b25793
simple,caso32e.txt,Flat-GM,14400,9457,4943,1.1993653595397708e-16,0.0,2.3711659796371453e-05,23.247881242925587,35590,222516319740930.8,222516319740930.8,222516319740930.8,1.0,6.265052079897054e-12,23e38ffadca16475d92df21bd16fdaccec47f8fa43e6c4caf2ea0da3dda39fe3,79a2c5dc72c8faf53c7d019f65c8601e598bfb632bce2a9a7696cfdde27e1c72
simple,caso32e.txt,Flat-L2,14400,9457,4943,0.0,0.0,0.00013888888620970514,1.0,35590,9.251205397231603e+19,9.251205397231603e+19,9.251205397231603e+19,1.0,1.6539678330982903e-12,1c5eb073faed7b22e3f8e8549cc88a2b1fdb22fef9e59c2aa5ffab9f92a3b988,53e899bf8499251341d949ff4ab924cff1a206df25ba8f0e76d208af1db5b171
simple,caso32e.txt,Role-Hybrid,14400,9457,4943,1.1993653595397708e-16,0.0,2.3711659796371453e-05,23.247881242925587,35590,222516319740930.8,222516319740930.8,222516319740930.8,1.0,6.265052079897054e-12,23e38ffadca16475d92df21bd16fdaccec47f8fa43e6c4caf2ea0da3dda39fe3,79a2c5dc72c8faf53c7d019f65c8601e598bfb632bce2a9a7696cfdde27e1c72
simple,caso32e.txt,SA-Mat,14400,9457,4943,1.1993653595397708e-16,0.0,2.3711659796371453e-05,23.247881242925587,35590,222516319740930.8,222516319740930.8,222516319740930.8,1.0,6.265052079897054e-12,23e38ffadca16475d92df21bd16fdaccec47f8fa43e6c4caf2ea0da3dda39fe3,79a2c5dc72c8faf53c7d019f65c8601e598bfb632bce2a9a7696cfdde27e1c72
